Titel,Year,Make,Model,Price,Search Model,Transmission,Mileage,Location,Description,Flags,URL
2007 Mazda 3,2007,Mazda,3,4450000,,manual,1111,La Serena,"Auto mazda3 año 2007 semi full, mecánico , cilindrada 1.6, color plateado transferible y documentación al día. Vehículo de uso diario, llegar y andar sin problemas mecánicos, detalles mínimos de pintura por el año. A toda prueba, se puede ver sin compromiso Más info : 9️⃣4️⃣7️⃣1️⃣5️⃣6️⃣5️⃣2️⃣7️⃣","['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/1075363813690501/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Mazda 3,2011,Mazda,3,4500000,,manual,264000,Ñuñoa,"El auto es de remate, lo ocupo a diario si gusta lo pueden venir a ver con mecánico Está todo funcionando full Reales interesados",[],https://web.facebook.com/marketplace/item/1619452565260781/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Mazda 3,2008,Mazda,3,4200000,,manual,136000,San Antonio,"Al día y transferible.. Se puede permutar puedo dar a favor.. Mazda 3 año 2008 (cc 1.6) , motor y caja impecable , detalles estéticos (pintura) puerta , maleta etc.. interesados hablar por interno","['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/2729436443898684/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Mazda 3,2010,Mazda,3,6500000,,manual,165000,Constitución,Se vende Mazda 3 2010 versión V Full equipo Aire acondicionado Alzavidrios one touch Llantas nuevas 17x9 Sensor de luces Sensor de lluvia Espejos eléctricos abatibles Espejo interior fotocromático entre otras cosas,[],https://web.facebook.com/marketplace/item/763051915489300/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Mazda 2,2014,Mazda,2,6800000,,manual,49000,Peñalolén,"Mazda 2 solo 49.000kms reales, unico dueño, mantenciones y documentacion al día. Se vende por viaje. Excelentes condiciones.",['al dia'],https://web.facebook.com/marketplace/item/285884487855647/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Mazda 3,2008,Mazda,3,4500000,,manual,199000,Viña del Mar,No description,[],https://web.facebook.com/marketplace/item/779609593744504/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Mazda 2,2015,Mazda,2,5780000,,manual,76000,Santiago,Mazda Mazda2 con solo 76mil kilómetros Full equipo Todo al día Todo impecable Sin parte sin multa Recibo auto,"['al dia', 'parte']",https://web.facebook.com/marketplace/item/736600445272528/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Mazda 2,2008,Mazda,2,3900000,,manual,222000,Huechuraba,Se vende mazda 2 al dia transferible Año 2008 Color gris oscuro Kilometraje: 222.336 Pequeño detalle,['al dia'],https://web.facebook.com/marketplace/item/1586673122119919/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2003 Mazda 2,2003,Mazda,2,3600000,,manual,300,San Fernando,"Vendo camioneta Mazda B2900 Año 2003 Sin multas , transferible 3.600.000 conversable comunicarse al número [hidden information]",['conversable'],https://web.facebook.com/marketplace/item/1080380113260177/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Mazda 3,2013,Mazda,3,6750000,,manual,104000,San Antonio,2 dueños Km real 2 llaves originales Sistema Isofix Cómodo y rápido A/c Al día Solo venta por cambio de proyecto 🏚️,['al dia'],https://web.facebook.com/marketplace/item/758723105927623/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Mazda 3,2008,Mazda,3,4100000,,manual,332,Chillán,Se Vende Mazda 3 Año 2008 Mecánico Motor 1.6 Aire acondicionado Exelente Andar Detalles de pintura por los años Al Día y Transferible Valor Algo Conversable,"['conversable', 'al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/2380598205459144/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Mazda 2,2014,Mazda,2,3850000,,manual,132000,Algarrobo,"Vendo mi mazda 2, motor 1.500 cc , da 15 km x litro, papeles y revisión técnica hasta el 2025, a toda prueba.",[],https://web.facebook.com/marketplace/item/290933763805361/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021 Mazda mg 3,2021,Mazda,mg,7000000,,manual,40000,Santiago,"AUTO ES MG, MARKETPLACE NO TIENE LA MARCA LISTADA, POR ESO PUSE MAZDA MG 3 STD MT 1.5 año 2021, 40.000 km Único dueño, todas las mantenciones en marca (10, 20 y 30k), con garantía vigente (garantía total de 6 años o 100.000 km). Sensor de sonido trasero para estacionamiento, bluetooth, USB, espejos retrovisores con ajuste eléctrico, A/C. Auto con buena sensación en cambios, buen manejo, en especial a altas velocidades. Aproximadamente 14 km/l en mixto, manejado principalmente en carretera.",[],https://web.facebook.com/marketplace/item/984374966386150/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Mazda 3,2006,Mazda,3,3950000,,manual,185000,Buin,"Se vende mazda 3 japones papeles al dia sin multas ,tranferible dueño directo tren delantero nuevo sensores de oxigeno nuevos cambio de aceite , a toda prueva",['al dia'],https://web.facebook.com/marketplace/item/1149052709596942/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Mazda 3,2010,Mazda,3,6000000,,manual,167000,Talca,"Se vende solo por renovación de vehículo. Precio conversable Se puede venir a ver sin compromiso ✅ tercer dueño. ✅ cuenta con sus dos llaves. ✅ mantención realizada el día 6 de marzo. (Cambio de aceite, filtro de aire de motor y filtro de aire acondicionado). ✅ papeles del vehículo al día. ✅ permiso de circulación y soap pagados. ✅ con sunroof, polarizado etc..","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/360490313631730/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Mazda 2,2011,Mazda,2,4500000,,manual,200000,Quillota,"Buen día, tengo mi mazda año 2011 al día transferencia inmediata a 4.5 mill conversable. Recibo ofertas ✅ Mantenciones al día ✅ Neumáticos nuevos ✅ Llantas ✅ Cierre centralizado ✅ Batería nueva ✅ Amortiguadores nuevos ✅ Patente grabado en espejos retrovisores ✅ Aire acondicionado ✅ Revisión técnica hasta sept 2024 al día. ✅ Radio con pantalla 9.1 pulg ✅ Camara de retroceso ✅ Sensor de retroceso. ✅ Lamina de seguridad certificada ✅ Año 2011 ✅ Detalles estéticos","['conversable', 'al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/379830571479569/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Mazda 3,2010,Mazda,3,6000000,,manual,162000,Punitaqui,"Mazda 3 año 2010
162 kilómetros
Valor $6.000.000
Consultas por interno",[],https://web.facebook.com/marketplace/item/1664086677459419/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Mazda 3,2010,Mazda,3,5800000,,manual,180000,Talca,Se vende mazda 3 con todos sus papeles al dia hasta el 2025 detalles esteticos por el año precio conversable acepto ofertas razonables,"['conversable', 'al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/939093147589157/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Mazda 3,2010,Mazda,3,5800000,,manual,172000,Ovalle,Mazda sport Año 2010 Papeles al dia hasta el 2025 Motor 1.6 en buenas condiciones Alzavidrios eléctricos Aire acondicionado Cierre centralizado 2 copias de llaves Mecanico/Manual Detalles de pintura por el año Valor 5.800.000 (CONVERSABLE),"['conversable', 'al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/1088188225731133/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Mazda 2,2012,Mazda,2,6000000,,manual,102000,Santiago,Se vende Mazda 2 2012 sport En excelentes condiciones Kilometraje 102.953 Segundo dueño Llantas y neumáticos en excelente estado. Papeles al día. Motor 1.5 Sólo reales interesados.,['al dia'],https://web.facebook.com/marketplace/item/1168754991243954/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Mazda 3,2007,Mazda,3,3700000,,manual,257000,Villa Alegre,"Se vende mazda 3  full año 2007 color gris  , transferible .",[],https://web.facebook.com/marketplace/item/380828781572421/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 Mazda rx-8,2004,Mazda,rx-8,6800000,,manual,160000,Maipú,"Se vende por apuro económico Prende en bien en frío y caliente Lo uso de diario, recorridos cortos soy su segundo dueño en chile, retornado japonés Línea de escape recién eche en escapesantalucia 6sport mecánico",[],https://web.facebook.com/marketplace/item/1064872777958634/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021 Mazda 3,2021,Mazda,3,8700000,,manual,90000,Curicó,"Vendo All New Mazda 3 sedan año 2021, en prenda con sus dos copias de llaves originales, papeles al día, sin partes y sin multas, escritura pública dueño directo (se delega en notaría al momento de la venta) reales interesados hablar por inbox.",['al dia'],https://web.facebook.com/marketplace/item/1099057021330100/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Mazda com.pro vehículos chocados,2016,Mazda,com.pro,10000000,,manual,100000,Santiago,Com.pro vehículos chocados volcados siniestrados ➕5️⃣6️⃣9️⃣9️⃣6️⃣4️⃣8️⃣5️⃣4️⃣9️⃣5️⃣ ➕5️⃣6️⃣9️⃣9️⃣6️⃣4️⃣8️⃣5️⃣4️⃣9️⃣5️⃣,[],https://web.facebook.com/marketplace/item/646841354234531/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Mazda 3,2015,Mazda,3,10000000,,manual,130000,Linares,"Vendo mi mazda new 3 skyactiv motor 2.0 año 2015, aire acondicionado, velocidad crucero, comandos al volante, start stop, caja sexta manual, llantas vossen aro 18 con neumaticos en excelente estado, cambio de aceite recien hecho, mantencion a todos sus frenos, todos sus papeles al dia hasta el proximo año, se puede revisar con mecanico !!",['al dia'],https://web.facebook.com/marketplace/item/771618578364805/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Mazda Peugeot rx8 207,2008,Mazda,Peugeot,9000000,,manual,15000,Curanilahue,Vendo o permuto ambos recibo más a mi favor. Yo no doy a favor Permuto ambos por otro vehículo o vendo cualquiera El rx8 es swap beams Lexus is200 El Peugeot es 1.6 full con techo panorámico,[],https://web.facebook.com/marketplace/item/425505876695681/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1998 Mazda artis hb,1998,Mazda,artis,3000000,,manual,30000,Curicó,"Precio conversable 
Full año 98
Detalles por el año",['conversable'],https://web.facebook.com/marketplace/item/417888430756405/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Mazda precio equivale al pie ojo!,2015,Mazda,precio,2716000,,manual,0,Santiago,"DISPONIBLE IMPECABLE MAZDA 2 VERSIÓN SPORT. OJO: PRECIO EQUIVALE AL PIE.✅ CONTAMOS CON FINANCIAMIENTO O DE CONTADO. ✅HATCHBACK ✅MECÁNICO ✅BENCINA ✅120.000KM ✅1.5 ESTAMOS UBICADOS EN: AV DEPARTAMENTAL 4500, MACUL. EJECUTIVA: JOHANA SILVA 📲: [hidden information]",[],https://web.facebook.com/marketplace/item/721776660036143/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Mazda 2,2014,Mazda,2,6100000,,manual,120000,Talcahuano,"Se vende por renovación, motor 1.5 con a/C perfecto estado",[],https://web.facebook.com/marketplace/item/954349296213619/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Mazda mazda3,2015,Mazda,mazda3,10000000,,manual,110000,Concepción,Vendo Mazda 3 sport Detalles estéticos y pintura ( leves ) 2.0 Alza vidrios eléctricos Recién hecha la mantención,['detalles menores'],https://web.facebook.com/marketplace/item/725327129470813/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Mazda 3,2018,Mazda,3,9700000,,manual,101000,Pudahuel,Se vende Mazda 3 año 2018 motor 2.0 !! 9.700.000,[],https://web.facebook.com/marketplace/item/949496583462856/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Mazda 2,2018,Mazda,2,9700000,,manual,33000,La Serena,"2 Dueños, impecable estado general, versión Skyactive con transmisión manual de 6 velocidades, bluetooth, cámara de retroceso, airbag frontales y laterales, abs, control de estabilidad, isofix (anclaje), etc.",[],https://web.facebook.com/marketplace/item/328085543611972/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Mazda 2,2008,Mazda,2,3700000,,manual,232000,Talca,Se vende por apuro al día trasferible full equipo funcionando perfecto 💯,['al dia'],https://web.facebook.com/marketplace/item/1068244567618171/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Mazda bt-50,2010,Mazda,bt-50,6900000,,manual,270000,San Vicente,"Buena camioneta bt50 valor conversable 100 por ciento transferible 4x4 funcionando impecable llame ya, 9,8,5,4,9,9,0,7,7",['conversable'],https://web.facebook.com/marketplace/item/380116721569755/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Mazda 2 1.5 gt gps 6mt 5p,2017,Mazda,2,8990000,,manual,107000,Viña del Mar,"OPORTUNIDAD UNICA¡¡ MAZDA 2 1.5 GT GPS 6MT 5P PRECIO VALOR CONTADO $8.990.000 Y PRECIO CON FINANCIAMIENTO $8.490.000 RECIBIMOS TU VEHICULO EN PARTE DE PAGO, VEN Y RENUEVA CON NOSOTROS Y SUMATE A LA EXPERIENCIA DE RENOVAR CON OLX AUTOS. ESTAMOS UBICADOS EN CALLE LIMACHE #3677 VIÑA DEL MAR ( SECTOR EL SALTO) A UN COSTADO DE LA REVISION TECNICA.",['parte'],https://web.facebook.com/marketplace/item/1081329106308611/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Mazda 3,2013,Mazda,3,6500000,,manual,200000,Quilicura,"Buenas vendo mi vehículo 🚗 por renovación está andado sin problemas Mantencion es al día bien cuidado se utiliza solo los fines de semana. Tiene algunos detalles estéticos por el año sin embargo desde que lo tengo no e tenido problemas El vehículo es full equipo control al volante asistente de vos, velocidad crucero (AC) hace 1 mes le realice kid de embrague, frenos y bujias Papeles al día llegar y andar Consultas al número [hidden information]","['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/709295614729275/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Mazda 2,2011,Mazda,2,5100000,,manual,144000,Lampa,"Vendo o permuto ! Vehículo totalmente familiar , Mazda 2 sedan Espacioso y económico Aire acondicionado, full equipo Llantas aro 15 de fábrica Papeles al día , transferencia inmediata Mantencion realizada en enero (embrague, tren delantero , cambio de aceite motor y caja) Sin fallas ni detalles . Llegar y usarlo con confianza. Permuto por vehículo",['al dia'],https://web.facebook.com/marketplace/item/964664541669002/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Mazda 3,2008,Mazda,3,3000000,,manual,190000,Lampa,Detalles pintura,[],https://web.facebook.com/marketplace/item/853196906610804/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 Mazda 3 sport 1.6,2005,Mazda,3,2950000,,manual,32180,Santiago,"Al dia tramsferible, precio poco combersable ,
Consultas por interno 🇨🇱💯♥️",['al dia'],https://web.facebook.com/marketplace/item/351805541186288/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Mazda 3,2010,Mazda,3,5300000,,manual,198000,Talca,"Mazda 3 año 2010 full equipo funcionando todo sensor de lluvia, mando al volante ,caja manual ,sensor de resoceso A/C full bien cuidado SE VENDE O SE PERMUTA 😁",[],https://web.facebook.com/marketplace/item/2364683217062628/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Mazda 3,2010,Mazda,3,5100000,,manual,185000,Curicó,"Mazda3 2010 ✅️Motor 1.6 ✅️Polarizado Certificado. ✅️Radio con Bluetooth. ✅️A/C ✅️Alza vidrios electricos. ✅️Cierre centralizado. ✅️Radio original. ✅️Mandos al volante. ✅️Llantas 16. ✅️Toda documentación al dia, y a mi nombre Es de uso diario, anda al 100 impeque, detalles esteticos por el año. Solo reales interesados, el precio es conversable solo por apuro de renovación 👌","['conversable', 'al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/2059593384441019/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1997 Mazda artis,1997,Mazda,artis,2600000,,manual,27000,Chimbarongo,Vendo mi auto al dia ami nombre transferible atoda prueba te entrega con su afinamiento y todos sus accesorios con cambio de pastillas de freno nuevas con cambio de correa distribucion nueva con accesorios alineado balanciado atoda prueva cero humo sin fuga de aceite mas info ami contacto [hidden information],['al dia'],https://web.facebook.com/marketplace/item/3658590011058777/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Mazda bt-50,2011,Mazda,bt-50,8000000,,manual,238000,Santiago,En muy buen Estado,[],https://web.facebook.com/marketplace/item/370863892390663/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Mazda 3,2018,Mazda,3,9500000,,manual,135000,Las Cabras,"SE VENDE MAZDA 3 AÑO 2018 motor 1.6 bencinero, para más información llamar al número [hidden information]",[],https://web.facebook.com/marketplace/item/1324683941526659/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Mazda 3,2010,Mazda,3,5890000,,manual,201000,Doñihue,"Mazda 3, en excelente estado Año 2010 Full equipo Papeles al día Transferencia inmediata Recibo vehículo menor valor",['al dia'],https://web.facebook.com/marketplace/item/408079668536633/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Mazda 3,2015,Mazda,3,9200000,,manual,92000,Quintero,•Pantalla táctil •polarizado certificado •papeles al día 100 transferible •motor 1.6 •aire acondicionable •kilómetraje 92.xxx y contando En excelente estado Precio conversable,"['conversable', 'al dia']",https://web.facebook.com/marketplace/item/699153738854952/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Mazda 2 sedan 1.5 mt,2016,Mazda,2,9490000,,manual,75000,Santiago,"PRECIO CONTADO: $9.990.000 PRECIO FINANCIAMIENTO: $9.490.000 EJECUTIVA: ALEJANDRA RODRIGUEZ LLAMADAS Y WHATSAPP [hidden information] Recibimos tu auto en parte de pago, va a depender del kilometraje- Financiamiento con Santander- Cancela con Tarjetas de crédito o transferencia - Entrega inmediata - Descuentos y Bonos Exclusivos- Calidad y Seguridad. Estoy a tu disposición para responder cualquier pregunta adicional que puedas tener sobre este vehículo usado o sobre otros modelos disponibles en nuestro inventario. ¡Esperamos poder ayudarte en tu búsqueda automotriz!",['parte'],https://web.facebook.com/marketplace/item/347804931555168/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Mazda cx-3,2018,Mazda,cx-3,9100000,,manual,114000,La Serena,"Vendo por apuro Es de remate, pérdida asimilada, pero reparado y 3 años de impecable funcionamiento. Nunca ningún problema. Full equipo, velocidad crucero,climatizador automático, espejos eléctricos, espejos abatibles eléctricos, sensor lluvia, alarma, cámara retroceso, sensor de retroceso, aire acondicionado, llave de proximidad, radio bluetooh, alzavidrios eléctricos, botón encendido, sensor de movimiento en cabina. Batería start-stop nuevas Bujías nuevas Todas sus mantenciones al día. Permiso de circulación pagado 1ra cuota Al día, a mi nombre, sin partes ni multas. Detalles de pintura. Conversable","['conversable', 'al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/1049848852745167/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 Mazda b2500,2005,Mazda,b2500,5980000,,manual,283000,Santiago,"MAZDA B2500 DCAB 4X4 2.5 2005 $5.980.000 Motor 2.5 Mecanico Diesel 283.000KLM FULL 4x4 PRECIO PUBLICADO VALIDO SOLO PAGO CONTADO Contáctanos algunos de nuestros teléfonos +56985668902 +56993056156 o por direct Tenemos más vehículos disponibles, visita nuestro perfil o revisa nuestro catálogo actualizado => https://wa.me/c/56985668902 Contamos con Credito Automotriz y Directo, pregunta por los requisitos. #autos #laflorida #santiago #chile #autosusados #suv #camionetas",[],https://web.facebook.com/marketplace/item/262447220167955/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Mazda 3,2009,Mazda,3,5700000,,manual,176000,San Miguel,Vendo  Mazda 3R sport 2.0 año 2009 mecánico valor $5.7 más info reales interesados al dm.,[],https://web.facebook.com/marketplace/item/7613297582026885/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019 Mazda 2,2019,Mazda,2,7950000,,manual,118000,Arauco,Mazda 2 demio 1 dueño 118.000 km Conversable Nunca chocado ni nada raro Cuidado al maximo el regalon Puedo permutar por un Mazda 3 gt y pago diferencia,"['conversable', 'chocado']",https://web.facebook.com/marketplace/item/261731213646157/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Mazda cx-5,2015,Mazda,cx-5,9990000,,manual,107000,Rancagua,"ATENCION ,SUPER PROMOCION DE LIQUIDACION - SOLO DE VENTA PAGADA DE CONTADO -CONTADO , VALOR INCREIBLE $ 9.990.000. TE DEBES COMUNICAR A ESTE WhatsApp es [hidden information] ESTA PROMOCION LA DEBES VER SOLO CON MARCO YANEZ LANGER ACÁ ABAJO ESTÁN LOS VALORES REALES DE ESTE VEHÍCULO Mazda CX 5 Año 2015 Kilometraje 107.250 Motor 2.0 Combustible Bencina Año 2015 $11.790.000 Precio Contado $12.790.000 Otros Medios De Pago",[],https://web.facebook.com/marketplace/item/6920965438012093/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Mazda 2,2018,Mazda,2,8990000,,manual,100000,Quillota,"• MAZDA 2
• 1.5cc
• 2018
• 100.000km
• pie minimo 20%",[],https://web.facebook.com/marketplace/item/1044945393274571/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Mazda 3,2007,Mazda,3,9999999,,manual,213000,Quillota,"Mazda 3 2007 sport revisión y todos sus documentos hasta febrero 2025, uso diario, detalles conversables interesados llamar al [hidden information]",[],https://web.facebook.com/marketplace/item/927006235532889/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Mazda 3,2013,Mazda,3,6990000,,manual,104000,Cerrillos,"MAZDA 3V SEDÁN Año 2013 Transmisión manual Bencinero Motor 1.6 104.000 KM 2 dueños Aceptamos vehículos por parte de pago Estamos ubicados en CarShopping, Americo Vespucio Express 2451 Cerrillos, 9290004, Región Metropolitana. No olvides seguirnos en nuestras redes sociales para ver más modelos - Instagram: @rudyautomotriz.cl",['parte'],https://web.facebook.com/marketplace/item/435553505533472/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Mazda 2,2014,Mazda,2,5700000,,manual,167000,Lo Barnechea,"Vendo mi Mazda 2, única dueña, con 167,500 km. Tiene algunos detalles de pintura y desabolladuras menores. Precio conversable!","['conversable', 'detalles menores']",https://web.facebook.com/marketplace/item/366093836396246/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Mazda 3,2009,Mazda,3,5700000,,manual,190000,Rancagua,"Detalles mínimos por el año motor 1.6, aire acondicionado funcionando, mantenimiento realizado recientemente, papeles al día sin multas, transferible el valor de venta es Conversable, SOLO VENTA NO SE PERMUTA","['conversable', 'al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/749156953831933/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Mazda 3,2006,Mazda,3,5100000,,manual,218000,Santa Cruz,Se vende solo por renovación todos sus papeles hasta el 2025 con sus mantención al día precio conversable,"['conversable', 'al dia']",https://web.facebook.com/marketplace/item/2353497941518934/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Mazda 3,2007,Mazda,3,4485000,,manual,190000,Constitución,"Vendo o permuto por SUV Radio Android con camara retroceso Neumáticos al 80% A/c, espejos eléctricos, mandos al volante Todos sus vidrios con patente grabada Precio conversable",['conversable'],https://web.facebook.com/marketplace/item/2068965876811361/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2003 Mazda vendo,2003,Mazda,vendo,3800000,,manual,183000,Quillota,vendo camioneta Mazda petrolera al día transferible motor 2.9 neumáticos nuevo uso diario interesados Llamar al fono 9️⃣6️⃣1️⃣9️⃣2️⃣5️⃣0️⃣0️⃣6️⃣ también la Permutó,['al dia'],https://web.facebook.com/marketplace/item/390913073552940/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Mazda 3 1.6cc,2009,Mazda,3,4580000,,manual,180000,Las Condes,Mazda 3 1.6cc Año: 2009 -Dirección hidráulica -Alza vidrios eléctricos -Espejos eléctricos -Radio CD -Aire acondicionado -Cierre centralizado -Papeles al día -Todo en orden -Transferible -Excelente estado,['al dia'],https://web.facebook.com/marketplace/item/382997357823645/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Mazda 3,2015,Mazda,3,8700000,,manual,150000,La Serena,"Se vende por renovación 
Excelente estado 
Al día y transferible✅",['al dia'],https://web.facebook.com/marketplace/item/3722988887946464/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Mazda 2,2014,Mazda,2,6580000,,manual,81000,Santa Cruz,Mazda 2 Sport HB 2014 Full $6.580.000❗transferencia inmediata ➡️Full equipo A/C ➡️81.086 Km. ➡️Transmisión Mecanica ➡️5 Velocidades ➡️Motor 1.5 Economico ➡️Radio original ➡️Frenos ABS ➡️Llantas Aleacion ➡️Neumáticos semi nuevos ➡️Doble airbag delanteros ➡️Cierre Centralizado Alarma ➡️Andando Impecable ➡️No tiene partes ➡️No tiene prenda ➡️Documentos al Dia SÍGUENOS EN INSTAGRAM Y FACEBOOK Eyp Santacruz 🚗🚙 OJO= No reservamos ni pedimos transferencias¡¡¡ Coordina visitas al ✔️📳Celular y whatsapp [hidden information],['al dia'],https://web.facebook.com/marketplace/item/1424124171645003/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Mazda 2 sport,2018,Mazda,2,9100000,,manual,50000,Vitacura,"MAZDA 2 SPORT 4 dueños, 2 llaves. mantenciones particulares. ・ COMANDOS AL VOLANTE ・ RADIO BLUETOOTH ・ USB ・ AUX ・ SENSORES DE RETROCESO ・ AIRE ACONDICIONADO ・ ALZAVIDRIOS ELÉCTRICOS ・ ESPEJOS RETROVISORES ELÉCTRICOS",[],https://web.facebook.com/marketplace/item/1425179864759013/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Mazda 3,2015,Mazda,3,7300000,,manual,140000,San Bernardo,Vendo mi mazda 3 2.0 skyactiv Al dia Transferencia inmediata 140.000km Año 2015 Caja 6ta Motor y caja todo impecable Detalles solamente estético a la vista !valor conversable!,"['conversable', 'al dia']",https://web.facebook.com/marketplace/item/379823461577451/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Mazda 2,2012,Mazda,2,5800000,,manual,98000,Los Ángeles,Se Vende Mazda 2 Sedan Año: 2012 Motor: 1.5 98.700 Kilómetros Asientos tapizados Full equipo! Documentos al día para transferencia inmediata.. Consulte sin compromiso!! Se vende por renovación!!,['al dia'],https://web.facebook.com/marketplace/item/1086940749244660/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Mazda 2,2013,Mazda,2,5350000,,manual,159000,Curepto,"Vendo Mazda 2 SPORT año 2013 full equipo ,muy bien cuidado 🫡 precio levemente conversable",['conversable'],https://web.facebook.com/marketplace/item/422791313497459/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Mazda 3,2008,Mazda,3,5500000,,manual,195000,Buin,"Cuenta con sensores de lluvia, retroceso y luces, 2 airbag, frenos abs, a/c, espejos eléctricos, cierre centralizado, alarma, inmovilizador, muy amplio y cómodo, neumáticos semi nuevos, 195xxx y subiendo, pequeños detalles de pintura, al día transferible, full equipo. Precio conversable","['conversable', 'al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/1129126791596088/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
