Titel,Year,Make,Model,Price,Search Model,Transmission,Mileage,Location,Description,Flags,URL
1999 Mazda 626,1999,Mazda,626,1550000,,automatic,270000,Maipú,￼vendo mazda 626 año 99 automatica full equipo andando impecable sin multas ni deudas papeles al dia Transferible,['al dia'],https://web.facebook.com/marketplace/item/416443697805299/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Mazda 6,2010,Mazda,6,4850000,,automatic,107000,Santiago,"Al dia, transferencia la paga el comprador. Pintura de Techo y maleta soplada por el sol. Neumaticos delanteros nuevos, traseros al 90% Elementos nuevos con boleta Bomba de Agua Refrigerante Correa Tensor Mantenimiento todos los filtros y fluidos.",['al dia'],https://web.facebook.com/marketplace/item/393886860164004/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Mazda cx-9,2011,Mazda,cx-9,5600000,,automatic,182000,Santiago,MAZDA CX9 GT FULL CUERO TOPE DE LINEA UNA MARAVILLA DOCUMENTO AL DIA SIN MULTAS Y DEUDAS TRES CORRIDAS DE ASIENTO HASTA 8 PASAJEROS DETALLES EN MASCARA Y PLASTICO COMO SE APRECIA VERLA ES COMPRARLA * UN LUJO VENDO O PERMUTO POR AUTO,['al dia'],https://web.facebook.com/marketplace/item/878833477266040/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Mazda 2 skyactiv sport,2016,Mazda,2 skyactiv sport,8790000,,automatic,54000,Santiago,"Full equipo y en impecables condiciones, motor 1.5, mecánico con solo 54.000 km, Carplay, Aire, ABS y más.",[],https://web.facebook.com/marketplace/item/444271921502202/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 Mazda 626,2001,Mazda,626,1850000,,automatic,5000,Puente Alto,Vendo mi mazda 626 station wagon año 99 realmente inpecable al dia y transferible sin deudas ver y tratar en puente alto,['al dia'],https://web.facebook.com/marketplace/item/956185502519555/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 Mazda mazda3,2004,Mazda,mazda3,3300000,,automatic,244000,Pudahuel,"Mazda 3 sport Automático de uso diario, todos sus papeles al día, tiene detalles estéticos por el año, soy el 2do dueño, transferible, tiene dos multas no graves.","['al dia', 'detalles menores', 'multas']",https://web.facebook.com/marketplace/item/3230453273915490/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Mazda 3,2018,Mazda,3,5850000,,automatic,85000,Rancagua,VEHICULO DE ASEGURADORA (Activo airbag) Mazda 3 2018 1.6 full 85 mil kms Al dia Transferible *SE ACEPTA OFERTA CONCRETA*,['al dia'],https://web.facebook.com/marketplace/item/390171203968003/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Mazda cx-7,2008,Mazda,cx-7,1111111,,automatic,20000,La Reina,"Vendo recibo auto del mismo valor y condición,. Es 2008 full cuero muy rica prenda, cambio por auto menor valor muy buena maquina. Los leo inbox",[],https://web.facebook.com/marketplace/item/405670135496178/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Mazda 2,2018,Mazda,2,9999990,,automatic,70000,Quilpué,Mazda 2 automático Año 2018 70000 km Motor 1.5 Rendimiento 22km x litro en carretera Cuenta con GPS Único dueño Tapiz original nuevo con protección a medida en excelente estado PERMISO CIRCULACIÓN MARZO 2024 OK,[],https://web.facebook.com/marketplace/item/2095973410773993/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Mazda 3 1.6 full 37.000kms,2018,Mazda,3 1.6 full 37.000kms,7150000,,automatic,37000,Maipú,Se encuentra al.dia 37.000kms Llantas Aire acondicionado Alarma 2 dueños Vehiculo siniestrdo pero reparado 100% operativo,[],https://web.facebook.com/marketplace/item/344134131954789/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 Mazda 3,2005,Mazda,3,4580000,,automatic,110000,Maipú,"Mazda 3 2005, full equipo, excelente estado -full equipo -motor 1.6 cc -AUTOMATICO -MISMA DUEÑA HACE 11 AÑOS APROX -llantas de fabrica -control de radio al volante -apertura de portalon a distancia -entre otros. Formas de pago -contado -tarjeta de credito *recibo vehiculo en parte de pago",['parte'],https://web.facebook.com/marketplace/item/407104055342485/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 Mazda mpv,2004,Mazda,mpv,1600000,,automatic,286402,Renca,"Problema en 1 cilindro, está para repuesto, ya que está muchos años parado y adeuda permisos",['repuesto'],https://web.facebook.com/marketplace/item/25310415815223617/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Mazda 3,2006,Mazda,3,4950000,,automatic,135000,Rancagua,¡ HABLAR SOLO INTERESADOS NO PREGUNTONES ! Se vende Mazda 3 2006 1.6 automático full Polarizado americano completo Aire acondicionado Abs Airbag Cuenta con todos sus mantenimientos El auto está llegar y andar doy más detalles por interno Precio conversable en persona,['conversable'],https://web.facebook.com/marketplace/item/3274030529573015/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Mazda 3 sport,2011,Mazda,3 sport,7100000,,automatic,103000,Viña del Mar,"Mazda 3 1.6 sport V 2011 103,000 km Automático sunroof sensor de retroceso retrovisores laterales abatibles elec. Aire Acondicionado",[],https://web.facebook.com/marketplace/item/755936769833597/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Mazda cx-7,2012,Mazda,cx-7,6980000,,automatic,120000,Conchalí,✅️full equipo ✅️motor 2.5 ✅️bencinero ✅️km 120 mil ✅️direccion hidraulica ✅️aire acondionado ✅️alza vidrio electrico ✅️espejos electrico ✅️doble eirbag Forma de pago ✅️al contado ✅️vale vista ✅️tranferecia de cuenta ✅️tarjeta de credito ✅️crédito directo 80%00 de pie ✅️recibo vehiculo en parte de pago,['parte'],https://web.facebook.com/marketplace/item/807248831424585/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Mazda cx-9,2009,Mazda,cx-9,6700000,,automatic,180000,Santiago,"Automatica Full, Cuero, 3 Corridas 
Recibo Vehiculo 
Permuto 
Ver en La Reína",[],https://web.facebook.com/marketplace/item/1392061874810617/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Mazda cx-9,2012,Mazda,cx-9,7700000,,automatic,142000,Santiago,"Mazda CX9 GT 2012 2 dueños Motor 3.7 272 hp 142.000 kms Full cuero, Climatizador Dual Caja automática (Mantencion al dia) 3 corridas de asiento Neumáticos en buen estado Precio conversable Se vende por renovación.","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/331638956072530/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Mazda cx-7,2012,Mazda,cx-7,6700000,,automatic,111000,Rengo,Se vende Mazda Cx-7 automático Año 2012 5 puertas Neumáticos nuevos Asiento de cuero Climatizador de asientos Aire acondicionado Alza vidrios Cierre centralizado Comando de radio al volante Mantenciones al día Soy el 3er dueño Documentación al día (2025) Sin partes ni multas Transferencia inmediata Precio $6.700.000 poco conversable Se muestra en Rengo,"['conversable', 'al dia']",https://web.facebook.com/marketplace/item/1141327003962547/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Mazda cx-5,2013,Mazda,cx-5,8750000,,automatic,175000,Quillota,CONTACTO [hidden information] Mazda cx5 año 2013. Motor 2.0 Full equipo 2 dueños . Automático. Papeles al día. valor $ 8 .750.000. Se recibe en parte de pago automóvil de menor valor KILOMETRAJE 175.000 Número de contacto [hidden information],"['al dia', 'parte']",https://web.facebook.com/marketplace/item/1484620345790949/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
"2007 Mazda 6, full equipo, impecable de motor/caja /tapiz y puntura/ $ 4.390.000",2007,Mazda,"6, full equipo, impecable de motor/caja /tapiz y puntura/ $ 4.390.000",4390000,,automatic,233000,Pudahuel,"MAZDA 6 FULL EQUIPO ACEPTO OFERTAS SERIAS AL CONTADO * TRANSFERIBLE * AIRE ACONDICIONADO * CIERRE CENTRALIZADO * ALZA VIDRIOS ELECTRICOS * AIRBAG * COMANDOS AL VOLANTE * COMPUTADOR A BORDO * AUTOMATICO * DETALLE LEVE EN CUERO DE ASIENTO CONDUCTOR * IMPECABLE DE CAJA * POCOS DETALLES DE PINTURA POR EL AÑO * NEBLINEROS * LLANTAS DE ALEASION * 80% DE VIDA EN LOS 4 NEUMATICOS * CONDUCCION IMPECABLE * SI ESTA PUBLICADO, ESTA DISPONIBLE * ESTAMOS UBICADOS EN AILINCO 22 COMUNA DE PUDAHUEL * FAVOR SOLO REALES INTERESADOS",['detalles menores'],https://web.facebook.com/marketplace/item/942550667133699/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Mazda bt-50,2010,Mazda,bt-50,985000,,automatic,1000,Talca,Se vende airbag delantero de masda bt50 cualquier cosa hablar imbox,[],https://web.facebook.com/marketplace/item/785480966415561/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Mazda 6,2008,Mazda,6,3690000,,automatic,150000,Puente Alto,Mazda 6 statyon wagon 2008 full equipo Top línea Climatizado Automatico caja tip tronic 8 airbag operativos Motor y caja impecables Papeles al día TRANSFERIBLE NO SE PERMUTA 3.690.000,['al dia'],https://web.facebook.com/marketplace/item/974122250777866/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Mazda 3,2012,Mazda,3,5350000,,automatic,153000,Los Andes,"Vendo Mazda 3 AT Full equipo, el vehículo se encuentra andando sin problemas. -152.mil kilómetros -sunnrof -mandos al volante -espejos abatibles -a/c -sensores de retroceso El vehículo es de uso diario y tiene todas sus mantenciones al día. -cambio neumático hace 4 mil kilómetros -cambio de aceite y filtro hace 1 mil km Detalles: estéticos Se puede ver previa coordinación CONVERSABLE!","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/1091746435381360/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Mazda 6,2007,Mazda,6,2600000,,automatic,152000,Santa Cruz,Se vende Mazda 6 2007 motor 2.0 full automático con problemas de culata se vende al día y transferible solo se calienta por el problema antes mencionado por eso el precio,['al dia'],https://web.facebook.com/marketplace/item/1603421720467130/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Mazda 3,2013,Mazda,3,7850000,,automatic,119000,Las Condes,Muy bien cuidado sin choques documentación al día particular vende no recibo vehículo en parte pago sin partes ni multas comuna las condes motor 2000,"['al dia', 'parte']",https://web.facebook.com/marketplace/item/929156005270599/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1999 Mazda 626,1999,Mazda,626,2500000,,automatic,132000,Santiago,Excelente vehículo es económico para su motor 2.0 muy suave tiene como se ve en la foto detalle de pintura en su parte delantera solo eso su motor y caja en Excelente condiciones de funcionamiento,['parte'],https://web.facebook.com/marketplace/item/703469115289208/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Mazda 6 - 2.5 r auto,2010,Mazda,6 - 2.5 r auto,6600000,,automatic,120000,Ñuñoa,"Mazda 6 SPORT R full , motor 2.5 . •SOLO VENTA •Equipamiento full •Asientos de cuero •Papeles al día •Pantalla táctil •Velocidad crucero •Sensores de retroceso •Espejos eléctricos •Automático y cambios al volante •Sunroof eléctrico •Climatizador dual •Apertura de puertas sin contacto/proximidad •Sistema inmovilizador •Se entrega con ambos logos, delantero y trasero y más..",['al dia'],https://web.facebook.com/marketplace/item/1421884112087250/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Mazda mpv,2008,Mazda,mpv,6200000,,automatic,156000,Colina,"Mazda mpv 2.3 AWD caja 6ta aut. 7 pasajeros año 2008 pero patente 2016 sin restriccion. Original japonesa liberada sello verde, 3 camaras, permiso circulacion 2024 pagado vidrios marcados, scanner realzado sin fallas. podria permutar por una hyundai H1 o Starex en las mismas condiciones doy o recibo dinero segun el caso. acepto ofertas serias en efectivo",[],https://web.facebook.com/marketplace/item/1313708616243073/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Mazda 6,2011,Mazda,6,6420000,,automatic,207000,Pichidegua,"Mazda 6 full equipo cómodo,suave buen rendiendo posee. *climatizador bi zona *freno disco 4 ruedas *caja automática tiptronic *6 airbag *espejo retrovisor interior foto cromático *sensor de lluvia para limpia parabrisas *sensor de luces para el encendido *luces xenón de fabrica *cierre centralizado * 2 copias de llaves originales *velocidad crucero *mandos en el volante *computador a bordo El precio es de $6420000 conversable esta transferible",['conversable'],https://web.facebook.com/marketplace/item/781926837130565/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Mazda cx-9,2007,Mazda,cx-9,6200000,,automatic,154000,Quillota,"Solo venta, motor 3.5 AWD, original Japonesa, motor al 100%, Full equipo, a/c Bisonal,velocidad cruzero, ESP(antiderrape), airbag frontal,lateral y traseros, bateria y neumaticos nuevos M+s, solo detalles esteticos, seguro y patente pagada 2024, Acepto oferta.9/1/0/4/2/2/4/0",['detalles menores'],https://web.facebook.com/marketplace/item/746528314119587/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Mazda 3,2012,Mazda,3,6700000,,automatic,97000,Puente Alto,"Totalmente al dia sin multas ni partes, transferencia inmediata. Precio conversable. [hidden information] [hidden information]","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/1474371473112007/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Mazda cx-5,2013,Mazda,cx-5,9250000,,automatic,158000,Melipilla,Vendo solo por renovación Excelente auto,[],https://web.facebook.com/marketplace/item/221500257686014/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Mazda 3,2017,Mazda,3,9300000,,automatic,98000,Valparaíso,Mazda 3 2017 automatico En excelente estado 1.6 98000 kilómetros Auto muy seguro 5 estrellas en euroNcap Botón de encendido 2 llaves inteligentes originales Amplio maletero Muy cómodo y a toda prueba.,[],https://web.facebook.com/marketplace/item/419945647355280/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Mazda 3,2017,Mazda,3,8550000,,automatic,115000,Concepción,"Mazda 3 hatchback automático, sunroof, mandos al volante, velocidad crucero, ABS, con encendido por botón llave inteligente. documentación al día. Valor conversable.","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/2347924488872078/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1997 Mazda 323 glx aut 1.6,1997,Mazda,323 glx aut 1.6,1950000,,automatic,236000,Ñuñoa,"2 DUEÑOS VEHICULO EN BUEN ESTADO, ANDANDO SIN PROBLEMAS, CAJA Y MOTOR EN MUY BUEN ESTADO TODOS LOS PAPELES AL DÍA HASTA EL PRÓXIMO AÑO, EXCEPTO LA REVISIÓN TÉCNICA QUE VENCE EN OCTUBRE. SIN AIRE ACONDICIONADO SIN PARTES NI MULTAS. TRANSFERIBLE NO SE PERMUTA VER EN ÑUÑOA",['al dia'],https://web.facebook.com/marketplace/item/1815620518923742/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Mazda 3,2013,Mazda,3,6400000,,automatic,175000,Santiago,"Papeles al día, sin partes ni multas. Mantenciones al día. Contactar vía WhatsApp o llamar al [hidden information]",['al dia'],https://web.facebook.com/marketplace/item/1491544261427705/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Mazda 5,2016,Mazda,5,9800000,,automatic,66000,Viña del Mar,"Precioso auto, full. Techo, automático. Impecable.",[],https://web.facebook.com/marketplace/item/815006060452124/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Mazda cx-7,2012,Mazda,cx-7,7500000,,automatic,300000,Machalí,Al día transferible también se permuta es una máquina muy confiable y rápida aparte de tener mucho espacio en el interior,['al dia'],https://web.facebook.com/marketplace/item/324522656911118/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Mazda 6 2.2 diésel,2013,Mazda,6 2.2 diésel,8790000,,automatic,171000,Independencia,Acceso Apertura y Arranque sin Llave Airbag 4 Asientos de Cuero Asientos Eléctricos c/Memoria Asistente Cambio de Carril Asistente de Frenos (ABS - EBD) Asistente de Frenada de Emergencia Audio Bose Bluetooth Cámara de Retroceso Cierre Centralizado Climatizador Bizona Comandos al Volante Conexión USB Control Crucero Control de Tracción Espejos Eléctricos Padle Shift Pantalla Touch Sensores Delanteros Sensores Traseros Sunroof Documentación al Día 3 Dueños No permuto,['al dia'],https://web.facebook.com/marketplace/item/851873956956229/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Mazda cx-5,2014,Mazda,cx-5,9500000,,automatic,109000,Chimbarongo,Excelente vehículo familiar,[],https://web.facebook.com/marketplace/item/961186198859404/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Mazda 3,2014,Mazda,3,8499900,,automatic,78000,Las Condes,"Mazda 3 sport 1.6 2014 automático, segundo dueño, 78.000 km - Sunroof - Control crucero - Láminas de seguridad instaladas y certificadas por Derco. - Sensor de retroceso Se vende por poco uso, mecanicanente impecable. Exterior e interior en muy buenas condiciones también.",[],https://web.facebook.com/marketplace/item/252728481140612/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Mazda cx-5,2014,Mazda,cx-5,9280000,,automatic,101000,Macul,"MAZDA CX5 R2.0 AT Año:2014 💰9.280.000💰 ✅Dirección Hidráulica ✅Cierre centralizado ✅Alza vidrios eléctricos ✅Aire acondicionado ✅Frenos ABS ✅Air Bag frontal y lateral ✅Radio Cd MP3 bluetooth ✅Velocidad crucero ✅LIantas de aleación 17"" ✅Neumáticos nuevos ✅Espejos eléctricos ✅Motor 2.000cc bencinera ✅Tracción 4X2 ✅Laminas de seguridad ✅Luces Led ✅Neblineros ✅101.000 Kilómetros ✅100% impecable ✅RECIBO SU VEHICULO✅ 📲9️⃣8️⃣7️⃣2️⃣9️⃣2️⃣1️⃣5️⃣0️⃣📲",[],https://web.facebook.com/marketplace/item/940994577212975/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Mazda 6r sport,2010,Mazda,6r sport,6300000,,automatic,186000,Macul,Llegar y andar!!,[],https://web.facebook.com/marketplace/item/430914839446342/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019 Mazda 6,2019,Mazda,6,1111111,,automatic,90000,Macul,Cambio mis llantas 17 por las 19  doy a favor ojalas con neumáticos,[],https://web.facebook.com/marketplace/item/795669512408709/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 Mazda 626,2001,Mazda,626,2500000,,automatic,111000,Chillán Viejo,Vendo full con aire al día tranferible,['al dia'],https://web.facebook.com/marketplace/item/7556198257771821/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Mazda cx-7,2011,Mazda,cx-7,5290000,,automatic,155000,Puente Alto,en buen estado de motor y latas  full equipo le funciona todo al dia y transferible sin multas,['al dia'],https://web.facebook.com/marketplace/item/1760318344464232/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Mazda 6,2011,Mazda,6,5800000,,automatic,218000,Santiago,Vehículo en excelente estado automático full equipo aire acondicionado control radio al volante climatizador bizona llantas vehículo de aseguradora detalle pequeño reparado. Papeles al dia,['al dia'],https://web.facebook.com/marketplace/item/1110471736951968/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Mazda premacy,2006,Mazda,premacy,4800000,,automatic,98000,San Felipe,"Mazda Premacy automático 2006
3 corridas de asientos
Al día 
Transferible",['al dia'],https://web.facebook.com/marketplace/item/1133775261313565/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Mazda cx-7 2.5 auto r,2012,Mazda,cx-7 2.5 auto r,7590000,,automatic,105000,Las Condes,"Mazda CX7 2.5 Auto • Precio: $7.590.000 • Año: 2012 • Kilometraje: 105.000 • Combustible: Bencina • Transmisión:Automática • Sensores de retroceso y camara • Aire acondicionado • Asientos de tela • Mandos al volante • Dos copias de llaves • Conexión a USB, auxiliar, bluetooth • Neumáticos nuevos • Mantenciones al día www.automotoraapoquindo.cl #automotoraschile #compraventaauto: Recuerda que estamos ubicados en Tomás Moro 646 , Las Condes📍 🟡Aceptamos tarjeta de crédito y débito 🟡 Consulta por nuestro crédito automotriz 💵💳 🟡Recibimos autos en parte de pago🚗🚙 🕢Lun a vie 9:30am a 18:30pm - Sáb 10:00 a 17:00pm #automotoraschile #compraventaautos #automotoraApoquindo #vehiculos #ventadeautos","['al dia', 'parte']",https://web.facebook.com/marketplace/item/736395831812323/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Mazda mazda-3-2014-1.6-v-at-4p,2014,Mazda,mazda-3-2014-1.6-v-at-4p,7590000,,automatic,63000,Vitacura,PRECIO CONTADO: $7.590.000 *RECIBIMOS AUTO COMO PARTE DE PAGO✅ *CREDITO INSTANTANEO✅ *CONTADO✅ *Pregunta como reservar enseguida💯 *ENTREGA INMEDIATA💯💯 *LOS PRECIOS NO INCLUYEN TRANSFERENCIA,['parte'],https://web.facebook.com/marketplace/item/451066884014439/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Mazda cx-7,2010,Mazda,cx-7,6250000,,automatic,1000,Pinto,"160 mil km, impecable. Se vende solo porque se renovó al mismo pero del último año.",[],https://web.facebook.com/marketplace/item/381467171452059/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Mazda 3,2016,Mazda,3,9800000,,automatic,95000,Curicó,"Mazda 3 2016 2.0
Automático 
95.xxx kms 
Sunroof 
1 llave",[],https://web.facebook.com/marketplace/item/2674771929366858/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Mazda 3,2010,Mazda,3,5200000,,automatic,184000,Coihueco,"Se vende auto madza 3 sport año 2010 Motor 1.6 automático Papeles al día hasta el año 2025 Revisión técnica hasta septiembre Precio conversable Tiene detalles estéticos por el año pero esta Funcionando super bien, sin detalles mecánicos, cualquier duda o consulta al DM","['conversable', 'al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/433174655856867/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 Mazda 626,2001,Mazda,626,2800000,,automatic,177000,Talca,"Se vende Mazda 626 año 2001 motor 2.0 automático solo por renovación. El auto es full equipo y todo funcionando, neumáticos nuevos los 4 pirelli, aire, cierre centralizado, y radio con Bluetooth y suena muy bien 👍🏻 Al día y en muy buenas condiciones, como se puede ver en las fotos solo 177.000 km reales sin partes ni multas . Tapiz impecable y motor séquito llegar y disfrutar. Todas las consultas serán respondidas al primero que llegue se lo llevara porque esta en muy buenas condiciones. Disponible",['al dia'],https://web.facebook.com/marketplace/item/1118063792658542/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Mazda 6,2010,Mazda,6,6100000,,automatic,157000,Salamanca,Motor funsionando sin detalles mantencion echa ase poco se vende porque no se ocuapa auto muy bien cuidado solo detalles minimo de pintura q se apresian en las fotos presio algo combersable,[],https://web.facebook.com/marketplace/item/944167237224006/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Mazda 3 sport automatico - financiamiento,2015,Mazda,3 sport automatico - financiamiento,9790000,,automatic,119000,Las Condes,"impecable estado! Mazda3 Sport 🏁 ✅Motor 2.0 ✅Automático ✅FULL - Techo , Airbags, aire AC , Frenos Abs , pantalla , bluetooth , cámara de retroceso. ✅llave inteligente, botón de encendido. ✅2 llaves ✅Mantenciónes al dia. FINANCIAMIENTO TANNER EUROCAPITAL 💵Instantáneo con un PIE DESDE $4.700.000 💵 Crédito convencional - Acreditando Renta / Sin dicom # mazda2 MAZDA corolla yaris mg audi bmw volkswagen GOL GOLF AUDI LEXUS RIO5",['al dia'],https://web.facebook.com/marketplace/item/442106211577227/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Mazda cx-7,2013,Mazda,cx-7,7500000,,automatic,130000,Quilicura,No description,[],https://web.facebook.com/marketplace/item/791293486241828/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Mazda 5,2011,Mazda,5,6700000,,automatic,192000,Maipú,"Se vende Mazda 5 2011 automática full equipo documentación al dia transferible, 3 corridas de asientos, sunroof neumaticos nuevos, liquido de freno nuevo, mantenciones al día, detalles de pintura por el año, de uso diario se puede ver en maipú","['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/4043174949287083/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Mazda 6r 2.5,2010,Mazda,6r 2.5,6300000,,automatic,186000,Macul,Papeles al día! Tranferencia inmediata Mazda 6r 2.5 top en línea 2010 Cambios al volante Sunroof Espejos eléctricos Asientos de cuero Llantas originales 17!! Llegar y andar!!,['al dia'],https://web.facebook.com/marketplace/item/378647571684106/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Mazda 2,2016,Mazda,2,8490000,,automatic,89000,Providencia,"Mazda New 2 1.5 automático año 2016, sedán 89.000 kms 2 llaves, aire acondicionado, alza vidrios eléctricos, cámara de retroceso. Se reciben vehículos en parte de pago y se gestionan créditos La Autería Se puede ver de lunes a viernes den10 a 18nhrsbybsábadonde 10 an14bhrs Av Francisco Bilbao 5477, la reina",['parte'],https://web.facebook.com/marketplace/item/1443177266608834/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Mazda cx-9,2011,Mazda,cx-9,8490000,,automatic,190000,Vitacura,Mazda cx-9 awd Año 2011 Unico dueño 190.000km (carretera) Mantenciones y documentación al día. Versión full equipo. Se puede ver en Vitacura.,['al dia'],https://web.facebook.com/marketplace/item/3750484851863467/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Mazda 3,2014,Mazda,3,8700000,,automatic,110000,Palmilla,Se vende mazda en perfecto estado llegar  y transferir,[],https://web.facebook.com/marketplace/item/1176990210380233/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Mazda 6,2011,Mazda,6,5800000,,automatic,190000,Colina,"Se vende mazda 6 automático, full equipo, pequeños detalles visibles en las fotos, documentación al día, se vende por apuro valor conversable","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/3444374105708880/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Mazda new 6 2.0,2014,Mazda,new 6 2.0,9800000,,automatic,60000,Talca,"❇️ MAZDA NEW 6 2.0 2014 ❇️ 🔺 Velocidad Crucero 🔺 A/c 🔺 Control de estabilidad 🔺 Skyactiv Technology con i-Stop 🔺 3 Modos de conducción: Sport, Eco. Confort 🔺Alzavidrios y Espejos Eléctricos automáticos calefactables. 🔺 Llantas Originales Mazda 🔺 Pantalla Táctil con mandos al volante 🔺 Freno de Disco en las 4 ruedas ( ABS/ 🔺 Sensores de proximidad 🔺 Asiento conductor y Co piloto regulable en altura, profundidad 🔺Start/Stop 🔺Sensor Lluvia 🔺 Climatizador Bi Zona 🔺Caja At Triptonic de 6 Velocidades 🔺 Dirección Asistida Eléctrica 🔺 Alarma AntiRobo 🔺 Espejo retrovisor fotocromatico 🔺 Asientos de cuero Se puede venir a ver con mecánico sin ningún problema. Se puede ver en mi domicilio sector de la Florida, Talca. Excelentes condiciones Hablar solo reales interesados, valor conversable en persona. 📌📌📌 💲9.800.000 valor conversable .",['conversable'],https://web.facebook.com/marketplace/item/381616584643028/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Mazda 6,2012,Mazda,6,7000000,,automatic,75000,Talca,"Vendo Mazda 6 año 2012 en excelente estado, vendo por renovación, 75.000 kms. Alza vidrios y espejos eléctricos, velocidad crucero, airbags frontales y laterales. Permiso de circulación Soap vigente hasta el 2025",[],https://web.facebook.com/marketplace/item/940683301056592/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
