Titel,Year,Make,Model,Price,Search Model,Transmission,Mileage,Location,Description,Flags,URL
2001 Kia sephia,2001,Kia,sephia,800000,,manual,12000,Padre Hurtado,Auto con problema de motor(ajuste),[],https://web.facebook.com/marketplace/item/1494835204579794/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019 Kia alto 800,2019,Kia,alto 800,4100000,,manual,103000,Maipú,No description,[],https://web.facebook.com/marketplace/item/3749323508620495/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021 Kia rio,2021,Kia,rio,9700000,,manual,100000,Peñaflor,"Mi autito esta a la Venta 🥰👌 Kia Río 2021 Única Dueña Muy Buen cuidado , Neumáticos Nuevos . Batería Nueva con Garantía 2 Años Homologado Hasta Octubre Papeles al día ✌️ A/C y láminas de Seguridad ok 🥰 Km 100 mil valor Cambio de Aceite y Filtros Mantencion al Día",['al dia'],https://web.facebook.com/marketplace/item/1414243185866624/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Kia rio,2018,Kia,rio,8500000,,manual,86000,Maipú,"Cambio por renovación, en excelentes condiciones.",[],https://web.facebook.com/marketplace/item/447481864372328/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Kia rio 5 ex full equipo,2016,Kia,rio 5 ex full equipo,1000000,,manual,63000,Las Condes,"RECIÉN LLEGADO!! Si eres cliente CMR Falabella , pregunta por tu crédito desde 🪙 Cero(0) Pie con una antigüedad mínima 1 año con su tarjeta. 💳 🚗🚘🏎️🚖🚒🛞🛻RECIBO VEHÍCULO EN PARTE DE PAGO. Pie desde $1.000.000 Previa evaluación del Rut 🏁CRÉDITO AUTOMOTRIZ🏁 😎PRECIO 💲6,980.000😎 🔥KIA RIO 5 EX 2016 1.4cc FULL EQUIPO 🔥🔥 🙋‍♂️Único dueño CAJA SEXTA ✅Aire acondicionado ✅Dirección Hidráulica ✅Cierre centralizado ✅Alzavidrios Electrónico ✅Radio ✅Airbag ✅63.000km DETALLES📋: AL DIA 100% TRANSFERIBLE Maricel Etcheverry 📲+56 9 2387 6229 https://www.facebook.com/socialclubmotorschile wa.me/56923876229 WhatsApp Social Club Motors Chile STOCK 2023","['al dia', 'parte']",https://web.facebook.com/marketplace/item/941843510571681/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019 Kia rio,2019,Kia,rio,2500000,,manual,70000,Doñihue,AGILIZAMOS EL PROCESO PARA LA OBTENCIÓN DE TU LICENCIA DE CONDUCIR. PROCESO PRESENCIAL DIRECTAMENTE EN EL DEPARTAMENTO DE TRÁNSITO. SIN ABONOS NI ANTICIPOS. REQUISITOS POR INBOX,[],https://web.facebook.com/marketplace/item/398062536308811/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020 Kia rio,2020,Kia,rio,9100000,,manual,58000,Santiago,"Se vende rio 4 año 2020 en mui buenas condiciones motor 1.4 económico, bastante cómodo y espacioso 650 km de autonomía solo se vende por oportunidad de negocio si no me lo quedaría, tiene corta corriente y láminas de seguridad todas sus mantenciones al día y todos sus líquidos en su nivel correspondiente, se vende en 9.3 conversable en persona se puede venir a ver previo aviso soy de maipu durante la tarde se puede ir a ver durante toda la semana","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/3747171165550677/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Kia cerato,2018,Kia,cerato,8990000,,manual,79000,San Miguel,Valor publicado es solo con financiamiento 🚘 Valor al contado 9.490.000 más transferencia🚘 Documentos al día Aceptamos vehículos como parte de pago Somos automotora olx autos Único dueño Versión 1.6 EX SPECIAL PACK FULL 6MT 4P,"['al dia', 'parte']",https://web.facebook.com/marketplace/item/2656280724538392/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021 Kia frontier chatarra,2021,Kia,frontier chatarra,7000000,,manual,40000,Quinta Normal,"Solo sirve para desarme no tiene placas patentes no tiene papeles solo desarme el precio es más IVA se entrega facturado como partes y piezas se vende COMPLETO.,,, motor funcionando.,, número de chasis adulterado","['desarme', 'partes']",https://web.facebook.com/marketplace/item/853356943263301/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020 Kia soluto 1.4cc,2020,Kia,soluto 1.4cc,6990000,,manual,117000,Viña del Mar,Kia soluto 2020 Full equipo Motor 1.4 cc Aire acondicionado Doble airbag Dos copias de llaves. Se recibe vehículo en pago. Opción de crédito. 📍viña del mar,[],https://web.facebook.com/marketplace/item/8098969366783219/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2002 Kia spectra,2002,Kia,spectra,1000000,,manual,100000,Macul,Corte de correa de distribucion dañò irreparablemente el motor. Nunca chocado ni volcado. Otros componentes mecanicos y electricos en buen estado. Neumaticos nuevos.,[],https://web.facebook.com/marketplace/item/440143578458908/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Kia morning,2017,Kia,morning,6300000,,manual,127000,Lampa,"vendo Kia Morning por renovación en excelentes condiciones año 2017 full equipo. cuenta con 🔸Aire acondicionado 🔸Alza vidrios eléctricos en sus 4 puertas 🔸manillas cromadas y sistema Open closet en su puertas delanteras. 🔸Sistema Smart key sistema que permite poner en marcha el vehiculo, sin necesidad de sacar las llaves del bolsillo 🔸Motor 1.2 mecánico Todo original, nada modificado, solo reales interesados se entrega con lavado de tapiz. consultas al DM. el vehículo se encuentran en la comuna de Lampa. VALOR NO CONVERSABLE",['conversable'],https://web.facebook.com/marketplace/item/1786578265174876/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Kia sportage,2015,Kia,sportage,9000000,,manual,102000,Quilpué,Vehículo con documentos al día. Operativo,['al dia'],https://web.facebook.com/marketplace/item/1124469235348223/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020 Kia morning,2020,Kia,morning,6980000,,manual,72000,Santiago,KIA MORNING 1.2 FULL UNICO DUEÑO AIRE ACONDICIONADO 72000 KILÓMETROS AIRBAG ALZAVIDRIOS CIERRE CENTRALIZADO CÁMARA DE RETROCESO DOCUMENTOS AL DÍA SIN PARTES NI MULTAS TRANSFERENCIA INMEDIATA FINANCIAMIENTO PREVIA EVALUACION (todas las financieras) Se recibe vehículo en parte de pago Acepto ofertas [hidden information],"['al dia', 'parte']",https://web.facebook.com/marketplace/item/1053121005772112/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Kia fronter,2008,Kia,fronter,8000000,,manual,204000,Quintero,Permuto o vendo impecable todo al día 2024 nada raro valor permuta 8 millones venta 7.5,['al dia'],https://web.facebook.com/marketplace/item/1137444347681914/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Kia rio,2018,Kia,rio,7600000,,manual,72000,Quintero,"Se vende kia río 2018, único dueño, buen estado con detalles estéticos, impecable mecánicamente.",['detalles menores'],https://web.facebook.com/marketplace/item/812167864083079/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021 Kia soluto,2021,Kia,soluto,7000000,,manual,100000,Quinta Normal,Hola a la venta vehiculo kia soluto año 2021 unico dueño tiene detalles esteticos que se pueden apreciar en las fotos mecanicamente esta impecable mantenciones al dia permiso de circulisacion hasta marzo del 2024 tiene desgaste solo de pastillas tambien tiene deuda de tag y el precio obviamente conversable,"['conversable', 'al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/807730664725850/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 Kia rio,2004,Kia,rio,1800000,,manual,253000,Santiago,Se vende Kia río ll muy económico y bueno se va completo como esta en la foto tiene 4 partes de TAG se vende por no uso y ocupa espacio precio no conversable solo interesados,"['conversable', 'partes']",https://web.facebook.com/marketplace/item/1460610481550950/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Kia morning,2012,Kia,morning,4500000,,manual,152000,San Antonio,"Auto al dia sin partes ni multas... 152.000km Parte a la llave Neumaticos nuevos ,con llantas.. Cierre centralizado llegar y usar... Numero de contacto [hidden information] + [hidden information]1","['al dia', 'parte']",https://web.facebook.com/marketplace/item/7952435381439303/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Kia sportage,2008,Kia,sportage,4950000,,manual,138000,Santiago,KIA SPORTAGE PRO LX 2.0 cc Full equipo Neumáticos casi nuevos Cámara de retroceso Pantalla digital Permiso de circulación hasta año 2025 Sin parte Todas sus mantenciones al día Documentos al día Tranferible $ 4.950.000 valor,"['al dia', 'parte']",https://web.facebook.com/marketplace/item/1122865378973071/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020 Kia se busca,2020,Kia,se busca,550000,,manual,100000,Quinta Normal,Hola! Se busca motorista para taller mecánico ubicado en San Miguel. De lunes a viernes desde las 9:00 a 19:00 hrs - Se hace contrato indefinido - Solo debe tener licencia de conducir. - Se ofrece $550.000 líquido Llamar al [hidden information] o dirigirse al taller ubicado en segunda transversal #6355,[],https://web.facebook.com/marketplace/item/925814715705403/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Kia rio,2016,Kia,rio,8700000,,manual,56000,Colina,"Kia Río 5 EX 1.4 MT. / 56.600 km Único dueño. Excelente estado. Se vende con patente y permiso de circulación listo, ademas de tener el número de patente grabada en los vidrios",[],https://web.facebook.com/marketplace/item/1109330070307646/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022 Kia soluto,2022,Kia,soluto,4500000,,manual,58000,Maipú,Kia soluto muy buen auto muchos viajes y nunca a pies tiene deuda prenda solo reales interesados solo wsap [hidden information],[],https://web.facebook.com/marketplace/item/1806280153225363/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Kia cerato,2016,Kia,cerato,6600000,,manual,170000,La Florida,Kia Cerato Año 2016 A/C Al día Transferirble Motor 1.6 3 modos de manejo Velocidad crucero Caja sexta Se puede ver en la comuna de peñalolen Recibo auto en parte de,"['al dia', 'parte']",https://web.facebook.com/marketplace/item/412455598045243/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Kia sportage,2011,Kia,sportage,6000000,,manual,255000,María Pinto,"Papeles al día, cuenta con corta corriente, alza vidrios en las 4 puertas Cualquier duda o consulta se le responderá a la brevedad 🤗",['al dia'],https://web.facebook.com/marketplace/item/3604833609738133/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1995 Kia avella,1995,Kia,avella,950000,,manual,130000,Cerrillos,Se vende kia avella 1995 . Al dia  sin multas.. [hidden information],['al dia'],https://web.facebook.com/marketplace/item/1883833865409012/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Kia rio,2018,Kia,rio,7500000,,manual,107000,Valparaíso,"Kia rio 4 2018 Full equipo Documentación al dia Motor 1.4 ,Neblineros, Radio con Bluetooth ,Control de estabilidad , Mandos al volante, Doble airbag, Volante Ajustable ,Caja 6 Velocidades, Copia de llave ,Aire acondicionado ,Frenos ABS, Cierre Centralizado,Cámara y sensor de retroceso. 107.000 km contando. Mantenciones siempre al día. Detalles estéticos (rayones). A toda prueba.","['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/7201277459919820/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019 Kia rio 5,2019,Kia,rio 5,8490000,,manual,43000,Santiago,"KIA RIO 5 NEW EX Sport - Gasolina - 43900 km - 2019 8.490.000 Con todo medio de pago Promoción hasta fin de mes, solo válida mediante agendamiento previo a la visita, contactame! 🚗 Recibimos tu vehículo en parte de pago ✨ 🚗 Gestionamos Tag y seguro automotriz ✨ 🚗 Crédito, compra inteligente, contado ✨ Consultas y cotizaciones ✨ Contáctame 9️⃣8️⃣6️⃣2️⃣5️⃣4️⃣9️⃣4️⃣7️⃣ Ejecutiva de Ventas Paola Pernia P[hidden information]",['parte'],https://web.facebook.com/marketplace/item/299225119650562/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 Kia rio ls 1.3,2001,Kia,rio ls 1.3,2650000,,manual,182000,Las Condes,Kia RIO LS 1.3 • Excelente estado • Precio: $2.800.000 • Año: 2001 • Combustible: Bencina • Transmisión: Manual • Kilometraje: 182.000 KM • Mantenciones al dia • Aire • Asientos de tela,['al dia'],https://web.facebook.com/marketplace/item/399116759521677/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2002 Kia carens,2002,Kia,carens,1850000,,manual,18000,Rancagua,Se vende por renovación carens 3 corridas de asiento ideal para la familia muy cómoda andando de uso diario documentos atrasados tranferible precio 1.850.000 conversable dudas consultas al WhatsApp [hidden information],"['conversable', 'atrasados']",https://web.facebook.com/marketplace/item/968245284901141/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1997 Kia pride,1997,Kia,pride,1800000,,manual,180000,Rancagua,Vendo mi joyita de uso diario restaurado completo es una joyita se puede ver y probar sin compromiso motor 1.3 todos sus papeles al día y transferible...,['al dia'],https://web.facebook.com/marketplace/item/1192049665512566/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Kia cerato,2016,Kia,cerato,8500000,,manual,40000,Lo Prado,￼ Vendo Kia Cerato por apuro económico el auto se encuentra con los papeles al día tiene un problema en el radiador hay que cambiarlo transferible ￼ y detalles te digo por el año,['al dia'],https://web.facebook.com/marketplace/item/937710408031375/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Kia sorento,2014,Kia,sorento,9500000,,manual,133000,Las Condes,"Auto familiar, único dueño, buen estado
[hidden information]",[],https://web.facebook.com/marketplace/item/935872394662981/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019 Kia morning ex 1.2 mt,2019,Kia,morning ex 1.2 mt,6790000,,manual,12000,Vitacura,"Compra Online, ofrecemos financiamiento. Se vende Kia Morning, 1 solo dueño (3 en el papel: 2 hermanas y mamá), con tan solo 12.000 kms, 1 mantención en la marca y otra por fuera, sin choques, sin detalles muy poco uso. Equipamiento: - Neblineros. - Señalizador en el espejo. - Cámara de retroceso. - Neumáticos en excelente estado. - Control de audio al volante. - Bluetooth. - 2 Airbags. - Computador a bordo. - 2 llaves. - Aire Acondicionado. - Pantalla touch. - Conexión a Apple Carplay y Android Auto. - Alza vidrios eléctricos. - Cierre Centralizado. - Espejos exteriores eléctricos. - Espejos abatibles. y mucho más!",[],https://web.facebook.com/marketplace/item/692456912870869/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Kia cerato,2014,Kia,cerato,7250000,,manual,116000,Puente Alto,"Vendo Kia Cerato versión full equipo ÚNICO DUEÑO, documentación al día y totalmente transferible, mecánicamente impecable todos sus mantenimientos correspondientes al kilometraje",['al dia'],https://web.facebook.com/marketplace/item/1661876471263044/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Kia cerato,2009,Kia,cerato,2000000,,manual,200000,Lo Prado,Auto aldia transferible andando sin problemas de uso diario full equipo funciona todo,[],https://web.facebook.com/marketplace/item/804731181484183/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Kia carnival,2007,Kia,carnival,3000000,,manual,300000,Lampa,SE VENDE CAMIONETA CON PRENDA Y PARTES. SOLO PARA ENTENDIDOS. FUNCIONANDO .CONVERSABLE.,"['conversable', 'partes']",https://web.facebook.com/marketplace/item/370945469173882/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019 Kia rio,2019,Kia,rio,8500000,,manual,92000,Buin,"Kia Rio 4 LX 1.4L (FULL) - Rojo Bengala [hidden information]km, todas sus mantenciones al día. En excelente estado. Detalles de pintura mínimos. Laminas de seguridad, ABS, Pantalla táctil, CarPlay, AC, Espejos eléctricos, neumático de repuesto con llanta original, caja mecánica 6 velocidades, cierre centralizado, alarma, comandos al volante, etc. Se vende por darle poco uso en la actualidad.","['al dia', 'detalles menores', 'repuesto']",https://web.facebook.com/marketplace/item/5624215194368775/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Kia rio,2015,Kia,rio,7000000,,manual,122000,Hijuelas,"Vendo mi fiel regalón 🚗 nunca me a dado panas solo lo vendo x renovación. Sn/A , muy espacioso y cómodo impecable su interior y x fuera solo tienes algunos rayones Mantenciones y papeles al dia Transferencia inmediata Alza vidrios en todas sus puertas Alarma Cierre centralizado Caja sexta",['al dia'],https://web.facebook.com/marketplace/item/1477757606149704/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 Kia rio look,2001,Kia,rio look,1900000,,manual,258000,La Florida,"Se vende mi regalon por renovacion, excelente auto y aun tiene repuestos, espacioso y familiar año 2001, cuenta con alarma y cierre centralizado, 100% al dia y transferible, sin multas ni deudas, alza vidrio delanteros, gran maletero, economico 1.5 más dudas por interno. Conversable","['conversable', 'al dia', 'repuestos']",https://web.facebook.com/marketplace/item/765080368889824/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Kia rio,2017,Kia,rio,7500000,,manual,100000,Talca,"Vendo mi Kia río 4 edición Limited full equipo 2017, en perfectas condiciones. -Color plateado -Cielo corredizo Sunroof -Cierre centralizado -Partida eléctrica -Cuenta con las 5 llantas originales -Control electrónico de respuesta original",[],https://web.facebook.com/marketplace/item/2452623294939555/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Kia optima,2009,Kia,optima,4600000,,manual,160000,La Florida,"Kia magentis/Óptima Full. Conversable Al día y transferible a mi nombre. Solo 160.000 km muy poco para el año. Muy rico andar, amplio y rápido. Muy económico en carretera. +5695️⃣6️⃣8️⃣4️⃣9️⃣8️⃣5️⃣7️⃣ Mantenciones al día. Se le cambio hace poco : Neumaticos, Frenos, Correa y rodamientos de poleas de accesorios, refrigerante, aceite de caja, rodamientos de masa.","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/434806085655395/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 Kia rio,2001,Kia,rio,600000,,manual,227000,Tiltil,Lo vendo por q choque el motor esta bueno papeles al día  transferible es super buen auto,"['al dia', 'choque']",https://web.facebook.com/marketplace/item/943684233978656/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Kia rio,2015,Kia,rio,6000000,,manual,128000,Puente Alto,"Vendo Kia rio 3 año 2015, excelente estado. Todo al dia, sin partes ni multas. Se puede ver en mi casa. En Puente Alto. Cualquier cosa respondo de inmediato.",['al dia'],https://web.facebook.com/marketplace/item/937287261119684/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Kia morning,2014,Kia,morning,4550000,,manual,80000,Maipú,"Excelente estado
Documentos al día y transferible!📌 segundo dueño",['al dia'],https://web.facebook.com/marketplace/item/1442606959949852/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Kia carens ex 2.0,2015,Kia,carens ex 2.0,8800000,,manual,70000,Las Condes,"Vehículo Kia Carens EX 2.0 Station Wagon en muy buen estado, solo uso familiar en ciudad, se cambia por renovación, siete asientos, 6 Airbag, neumáticos casi nuevos, documentación al día.",['al dia'],https://web.facebook.com/marketplace/item/259853527092093/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Kia cerato,2017,Kia,cerato,7900000,,manual,136000,Santa Cruz,Kia cerato 2017 full equipo,[],https://web.facebook.com/marketplace/item/920927262855959/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Kia morning ex 1.0,2016,Kia,morning ex 1.0,5800000,,manual,90000,Las Condes,"Vendo por que necesito auto mas grande, interesados al Whatsapp [hidden information] Tine algunos detalles estéticos, fuera de eso esta impecable",['detalles menores'],https://web.facebook.com/marketplace/item/439411131831779/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Kia rio,2013,Kia,rio,6500000,,manual,44000,Viña del Mar,"Nuevo, impecable ultra económico, lo cambio solo porq no me acostumbro al mecanico!!",[],https://web.facebook.com/marketplace/item/396154803186699/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Kia frontier,2011,Kia,frontier,9500000,,manual,70000,Peñalolén,"Kia Frontier 2.5 
[hidden information]",[],https://web.facebook.com/marketplace/item/783910826465998/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Kia rio,2013,Kia,rio,4900000,,manual,111000,Concepción,"Vendo Kia rio 4 2013 Motor 1.4,Semi full Papeles Al dia Transferible , 2do Dueño, Mantenciones al dia , Amortiguadores nuevos,bujias,filtros,pastillas de freno.Llegar y andar motor sequito.",['al dia'],https://web.facebook.com/marketplace/item/401047159313017/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Kia rio,2012,Kia,rio,5500000,,manual,104000,San Felipe,"Se vende por renovación kia rio 5 EX 1.4 impecable, muy económico. Cuenta con aire acondicionado, alzavidrios electricos, cierre centralizado, alarma. Precio NO conversable",['conversable'],https://web.facebook.com/marketplace/item/1184276125887695/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Kia cerato 5 sx 1.6,2012,Kia,cerato 5 sx 1.6,7680000,,manual,66000,Santiago,"DISPONIBLE KIA CERATO 5 SX 1.6 MT AÑO [hidden information] KMS PRECIO$ 7.680.000 REALMENTE IMPECABLE, UNICO DUEÑO, TODAS DUS MANTENCIONES EN LA MARCA, DOS COPIAS DE LLAVE, VERSION CERATO 5 SX, MOTOR 1600CC BENCINERO , CAJA DE CAMBIOS MECANICA, TAPIZ DE TELA, FRENO DE DISCO EN LAS CUATRO RUEDAS, ESPEJOS ELECTRICOS, AIRE ACONDICIONADO Y CALEFACCION, COMANDOS AL VOLANTE.",[],https://web.facebook.com/marketplace/item/338208149243432/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Kia cerato sx 1.6,2015,Kia,cerato sx 1.6,8000000,,manual,123000,Talca,"Se vende kia cerato 1.6 mecánico Año 2015 full equipo AC y velocidad cruzero con toda su documentación al día, llegar y transferir. Manutenciones al día Neumatico nuevos Bateria nueva limitador de distancia (seguridad) Dos llaves de contacto 5 llantas originales de fabrica Se vende por renovación Llamar al [hidden information] CONVERSABLE","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/465576612464889/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 Kia motor,2005,Kia,motor,3800000,,manual,1000,Santiago,"Camioneta motor año 2005 excelente estado, recién ajustada, motor nuevo, papeles al día",['al dia'],https://web.facebook.com/marketplace/item/838039778336399/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Kia frontier,2014,Kia,frontier,9490000,,manual,172000,La Florida,"Kia frontier año 2014 único dueño papeles al día transferible en óptimas condiciones 
$9.490.000",['al dia'],https://web.facebook.com/marketplace/item/719398577040368/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Kia carnival,2007,Kia,carnival,3400000,,manual,300000,Cerrillos,"Se vende Kia Carnival del año 2007 con motor de 2.7 cilindros. Incluye prenda y multas de tag, adquirido en esas condiciones y se vende tal como está. El vehículo funciona correctamente. Precio: $3.400.000. Si te interesa, contáctame para más información. ¡Una oportunidad única para adquirir este vehículo a un precio accesible! Precio negociable de igual forma.",['multas'],https://web.facebook.com/marketplace/item/1076527970317731/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Kia rio,2014,Kia,rio,5500000,,manual,152000,Vicuña,"🚘Kia rio 2014 1.2 🚘Vencinera 🚘con camara de retroceso individual 🚘 radio con pantalla android de 9 "" 🚘balonte ajustable 🚘con llantas aro 14 🚘espejos de retroseso electricos 🚘100% trasnferible todo al dia asta 2025 🚘combersable , mas info por interno",['al dia'],https://web.facebook.com/marketplace/item/716326794000237/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Kia rio 4,2012,Kia,rio 4,5300000,,manual,143000,Lo Espejo,Vehículo en buenas condiciones con sus manteciones al día solo uso particular,['al dia'],https://web.facebook.com/marketplace/item/439380642086213/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Kia sorento,2010,Kia,sorento,6800000,,manual,289000,Quillota,"Se vende Kia Sorento año 2010 Diésel En muy buen estado, mantenciones al día, más detalles por interno. Precio conversable. Se puede ver en Quillota","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/1577444276424185/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
"2008 Kia cerato lx 1.6 transferencia de regalo hasta el 30 /03 , oportunidad",2008,Kia,"cerato lx 1.6 transferencia de regalo hasta el 30 /03 , oportunidad",3790000,,manual,197000,Quilpué,"✅KIA CERATO LX 1.6 ✅AÑO 2008 ✅198.000 KM 👉PRECIO $ 3.790.000 ✅CALEFACCION ✅ALZAVIDRIOS Y ESPEJOS ELECTRICOS ✅CIERRE CENTRALIZADO ✅TAPIZ Y PINTURA IMPECABLE 🤩PRECIO $ 3.790.000🤩 📞CONTACTO +56989272775 LUIS PEREIRA https://wa.me/c/56989272775 +56949272154 IGNACIO TORO ✔ACEPTO VEHICULO EN PARTE DE PAGO ✔EFECTIVO Y TRANSFERENCIAS ✔TARJETAS DE CREDITO VISITA NUESTRO LOCAL EN AVENIDA LOS CARRERA PARADERO 30 1/2 QUILPUE , ENCONTRARAS ESTE Y MAS VEHICULO QUE TE VAN A ENCANTAR",['parte'],https://web.facebook.com/marketplace/item/1384220998927451/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Kia rio,2017,Kia,rio,6350000,,manual,142000,San Javier,Auto papeles al día transferencia inmediata en muy buen estado,['al dia'],https://web.facebook.com/marketplace/item/406877845304398/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Kia carens,2009,Kia,carens,5490000,,manual,179000,Huechuraba,"Se vende un Kia Carens Diesel en excelente estado debido a una actualización y la necesidad de más espacio. Este vehículo es ideal para familias, ya que cuenta con tres filas de asientos que ofrecen comodidad y versatilidad. Las filas de asientos son completamente ajustables, lo que te permite reclinarlas según tus necesidades y utilizar el espacio adicional para transportar objetos de mayor tamaño con facilidad. ¡Aprovecha esta oportunidad para adquirir un vehículo espacioso y práctico para tus aventuras familiares!, precio conversable",['conversable'],https://web.facebook.com/marketplace/item/394210083560202/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Kia rio,2012,Kia,rio,5300000,,manual,136000,Las Cabras,Vendo o permuto por auto mas a mi favor lo vendo por tema de negocio el auto eata al 100% solo detalles estetico por ejemplo el parabrisa es crisado Tiene 136.××× kilometros super economico y tiene llanta de 8.5 pulgada con neumatico con 4 mese de uso aprox El precio al vende puede ser conversable,['conversable'],https://web.facebook.com/marketplace/item/1828012461013110/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Kia frontier,2006,Kia,frontier,6200000,,manual,240000,María Pinto,Se vende o permuta (camioneta o camión más grande )[hidden information] X alguna duda llamar o hablar a wasap,[],https://web.facebook.com/marketplace/item/938846400755851/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Kia rio,2007,Kia,rio,2500000,,manual,250000,La Serena,Se vende Kia rio jb en buen estado con detalle mínimos documentos al día conversable solo en persona se da más detalle se puede ver en la florida serena,"['conversable', 'al dia']",https://web.facebook.com/marketplace/item/1696150990910534/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Kia rio,2013,Kia,rio,6000000,,manual,98000,San Felipe,"Vehículo en perfecto estado, Documentos al día, full equipo.",['al dia'],https://web.facebook.com/marketplace/item/1196002601783092/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
