Titel,Year,Make,Model,Price,Search Model,Transmission,Mileage,Location,Description,Flags,URL
2014 Chevrolet orlando,2014,Chevrolet,orlando,7850000,,automatic,130000,Cerrillos,"Chevrolet Orlando en buenas condiciones con detalles estéticos tal cual muestra en la foto por el año con láminas de seguridad permitidas y sunroof ,funcionando excelente transferible al día precio conversable","['conversable', 'al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/681778350627987/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Chevrolet cruze,2014,Chevrolet,cruze,4800000,,automatic,146000,Estación Central,"Se vende Chevrolet Cruze Hatchback 2014, version full con llantas y sunroof. 146.000 KM reales. Vehículo con todas sus mantenciones realizadas, mecánicamente en excelentes condiciones. Con toda su documentación al día 2024, sin multas ni partes! Detalles estéticos que se pueden apreciar en las últimas fotos. Vehículo cuenta con pintura plástica en llantas, también tiene láminas de seguridad polarizadas y certificadas, de igual forma cuenta con focos led. El vehículo se vende en $4.800.000 precio negociable si usted viene a verlo personalmente. Se puede ver en mi domicilio ubicado en la comuna de Estación Central.","['al dia', 'detalles menores']",https://web.facebook.com/marketplace/item/368733599487353/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Chevrolet optra . automático,2006,Chevrolet,optra . automático,2100000,,automatic,152000,Santiago,Auto .uso diario. Tiene 6 multas al día asta el momento vence afin de mes el permiso todo lo demás al día . tranferencia inmediata. Alas vidrios.camara de retroceso.pantalla . Vidrios de seguridad.chapas de seguridad mantenimiento al día aceite caja y motor impecable,"['al dia', 'multas']",https://web.facebook.com/marketplace/item/388913194025065/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Chevrolet sail,2013,Chevrolet,sail,2800000,,automatic,136000,Santiago,Chevrolet sail solo tiene Tag de multas,['multas'],https://web.facebook.com/marketplace/item/294154803699844/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Chevrolet captiva,2013,Chevrolet,captiva,7190000,,automatic,114000,Lo Barnechea,"Excelentes condiciones , neumáticos , batería nuevos. Revicion Técnica recién aprobada , full automática , 3 corridas de asiento . Láminas de seguridad en vidrios ,muchos extras muy buen estado impecable",[],https://web.facebook.com/marketplace/item/3612459692307962/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1997 Chevrolet blazer,1997,Chevrolet,blazer,1500000,,automatic,1000,Maipú,"Blazer Americana Andando, esta atrasada y tiene algunos detalles. Se puede ver en maipú 📲 Precio conversable y el mejor postor se la lleva✌️","['conversable', 'atrasada']",https://web.facebook.com/marketplace/item/1483364568914473/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Chevrolet cruze,2010,Chevrolet,cruze,4100000,,automatic,175000,Maipú,"4.100.000 pesos Vendo mi joyita Chevrolet Cruze 2010 automatico, en excelente estado PRECIO CONVERSABLE. Se puede ver en Maipu o pudahuel Sur de 10 a 17 hrs [hidden information] Caracteristicas : 175.000 km Bencinero Papeles al dia. 4 airbag Aire acondicionado Direccion Hidraulica Frenos ABS Alzavidrios electricos Cierre centralizado Llantas Alarma","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/2104199483291261/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Chevrolet cruze,2010,Chevrolet,cruze,3900000,,automatic,155000,Independencia,"Vehículo excelente estado ,único dueño
papeles al día nunca chocado y mantenciones al a sus kms.",['al dia'],https://web.facebook.com/marketplace/item/374943068697081/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
"2012 Chevrolet captiva 2.4l lt-sa, at",2012,Chevrolet,"captiva 2.4l lt-sa, at",7500000,,automatic,134000,La Florida,"Camioneta en Perfecto estado, de uso familiar, full equipo, 3 corridas de asientos en eco cuero, Documentos al día, neumáticos Japoneses recién comprados. Números de contacto: [hidden information] Camila. [hidden information] Juan.",['al dia'],https://web.facebook.com/marketplace/item/1448251729103441/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 Chevrolet zafira,2001,Chevrolet,zafira,1650000,,automatic,370070,San Bernardo,Vendo chebrolet zafira motor alemán 1.8 de 16v full dirección idraulika. Alza vidrios eléctricos. Espejos elec. Aire ac descargado. Abs frenos de disco en las 4 ruedas airbag laterales. 3 corridas de aciento. Uso diario atrasada de marzo sin multas . Transferible detalle chek prendido no influlle en su funcionamiento. San bernardo,['atrasada'],https://web.facebook.com/marketplace/item/419531230727239/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1997 Chevrolet cavalier,1997,Chevrolet,cavalier,1200000,,automatic,230000,Las Condes,"Vendo Chevrolet cavalier 97 AT andando a la llave neumáticos casi nuevos llantas 14"" Ojo automático, full con aire, cierre alarma Lo puedo dar con un aleron para instalar Patente atrasada dos años, transferible Reales interesados llamadas o WhatsApp [hidden information]",['atrasada'],https://web.facebook.com/marketplace/item/1597023560839187/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Chevrolet silverado,2018,Chevrolet,silverado,9999000,,automatic,92000,Quilicura,Entrando al desarme Silverado año 2018 SOLO DESARME SOLO DESARME entregar presencial estamos ubicados en lampa,['desarme'],https://web.facebook.com/marketplace/item/1907611326349740/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Chevrolet corsa,2010,Chevrolet,corsa,2000000,,automatic,2000,Quilicura,"El auto esta al dia con todo su paples,no tiene ningun detalles todo perfecto,precio conversable un poco,solo gente interesa","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/1097574941293545/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021 Chevrolet onix,2021,Chevrolet,onix,10000000,,automatic,40000,Lampa,"Se vende Chevrolet ónix premier Edición con asientos de cuero . Automático, Sensores delanteros y traseros , sensor de punto ciego , turbo 1.0 automático, asistencia de estacionamiento automático. (Se estaciona solo) Apple car play. Focos traseros led y delanteros xenón( de fábrica ) cámara trasera, cargador inalámbrico incorporado y comandos al volante.",[],https://web.facebook.com/marketplace/item/389943377229878/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Chevrolet tracker,2014,Chevrolet,tracker,7600000,,automatic,42000,El Bosque,KILOMETRAJE COMPROBABLE 2 DUEÑOS AUTOMATICO SOLO DETALLES MENORES PRECIO CONVERSABLE CONTESTO SOLO AL WSP PUBLICADO +56/9/5/9/0/4/7/9/7/9,"['conversable', 'detalles menores']",https://web.facebook.com/marketplace/item/7752993168053885/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Chevrolet camaro,2012,Chevrolet,camaro,10000000,,automatic,149000,Lampa,"📌Oportunidad para el que tenga o quiera arreglar el motor de un v8 , al dia transferible , todo le funciona, fallo el motor y por temas de lucas y tiempo lo vendo tal cual , permuto por alguna camioneta , ojo no esta andando! El que llega con la lucas hacemos la transferencia ahí mismo en el instante sin multas ni nada raro , favor solo reales interesados 💸💸PRECIO COMERCIAL : $16.000.000 💸💸 ❌NO RECIBO OFERTAS ❌NO ESTA ANDANDO! ❌NO CONVERSABLE ‼️No preguntones gracias !!‼️","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/307513129008693/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Chevrolet captiva automática,2016,Chevrolet,captiva automática,8990000,,automatic,102000,Huechuraba,No description,[],https://web.facebook.com/marketplace/item/909817644024772/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1999 Chevrolet astra,1999,Chevrolet,astra,2300000,,automatic,299000,San Antonio,Auto Chevrolet Astra motor 1.6 16 Válvulas Caja automática Kilometraje 299.498 Para más detalles me puede hablar al número [hidden information],[],https://web.facebook.com/marketplace/item/910393050824833/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022 Chevrolet tiggo 2 pro cvt,2022,Chevrolet,tiggo 2 pro cvt,9600000,,automatic,35000,Las Condes,"Chery Tiggo 2 Pro CVT. Version automatica 1.5. Estado como nuevo, sin detalles, 35000 kms. Precio conversable.- nuevesiete cinconueve trescero cerounonueve.",['conversable'],https://web.facebook.com/marketplace/item/1057715265304146/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020 Chevrolet traverse,2020,Chevrolet,traverse,6400000,,automatic,51488,Santiago,"Vendo impecable Chevrolet Traverse 3.6 Año 2020 Prenda !!!Prenda !!!! Automática 4x4 Sin multas Sin partes ,uso familiar 2 llaves Documentos al día Prenda Prenda !!!! Reales interesados hablar al inbox!! Precio conversable,vehículo en perfectas condiciones 32.000 kilómetros Precio conversable 6.400.000","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/1077886246614638/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Chevrolet cruze,2013,Chevrolet,cruze,2600000,,automatic,178000,El Bosque,Segundo dueño transferible vehivulo familiar,[],https://web.facebook.com/marketplace/item/1657498151655823/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Chevrolet silverado,2016,Chevrolet,silverado,9000000,,automatic,128000,La Cisterna,Silverado High country 4x4 sin detalles PRENDA PRENDA vendo con poder notarial,[],https://web.facebook.com/marketplace/item/968484090874987/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1996 Chevrolet suburban,1996,Chevrolet,suburban,6700000,,automatic,111000,Los Andes,"Suburban americana 5.7 vortec automática 4x2 sin detalles mecánicos andando perfecto sin detalles de motor ni caja , cuenta con 111.xxx millas son como 180mil kilómetros aprox y sumando Uso de fin de semana solamente conversable",['conversable'],https://web.facebook.com/marketplace/item/797320712311622/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2000 Chevrolet zafira,2000,Chevrolet,zafira,3750000,,automatic,245000,Casablanca,Se vende o permuto mi Chevrolet Zafira ofrézcanme esta al día está a mi nombre sin multa ni deuda transferible posee cierre centralizado alza vidrio (es full equipo)neumáticos nuevo tiene 3 corrida de asiento para 7 personas mi wasap es [hidden information],['al dia'],https://web.facebook.com/marketplace/item/255341760976532/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2000 Chevrolet s10 apache,2000,Chevrolet,s10 apache,2300000,,automatic,22000,Algarrobo,No description,[],https://web.facebook.com/marketplace/item/1444780923088548/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Chevrolet silverado,2006,Chevrolet,silverado,8980000,,automatic,250000,Colina,"Vende su dueño, varios extras.",[],https://web.facebook.com/marketplace/item/415315624520234/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Chevrolet nova,2018,Chevrolet,nova,2500000,,automatic,100000,Maipú,"Se venden  todo con sus papeles y transferible 
Más detalles, preguntar !",[],https://web.facebook.com/marketplace/item/731890585752229/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 Chevrolet silverado,2005,Chevrolet,silverado,9000000,,automatic,200000,Santiago,"Vendo chevrolet silverado Z71 4x4 Excelente estado muy bien cuidada Todo funciona, 4x4 perfecto Neumaticos y llantas nuevos Telefono 9-4-8-6-2-8-0-5 Esta en lo barnechea Papeles al dia hasta 2025, transferible. Sin multas ni prendas. Camioneta muy confiable y de uso diario.",['al dia'],https://web.facebook.com/marketplace/item/842545117696457/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Chevrolet trailblazer,2007,Chevrolet,trailblazer,6650000,,automatic,166000,Santiago,Ojo camioneta americana No pregunte si es económica Es full Cuero Aire Dirección Neumáticos buenos Llantas sin detalles Mantenciones hechas Batería nueva Cuerpo de aceleración recién mantenido No tiene choques Pintura en buen estado con los detalles propios de un vehículo de ese año Al día todo el año No tiene multas 4*4 funcionando PERMUTO por vehículo de igual valor No tengo nada en mente Si es una moto del mismo valor también podría ser,"['al dia', 'choques']",https://web.facebook.com/marketplace/item/951593506489773/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Chevrolet avalanche,2008,Chevrolet,avalanche,7500000,,automatic,2000,Las Condes,Vendo Chevrolet avalanche 2008 230 mil km Bien mantenida Neumáticos nuevos 33x12.5 Levanté de 2 pulgadas,[],https://web.facebook.com/marketplace/item/1625384928233827/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Chevrolet orlando,2013,Chevrolet,orlando,4000000,,automatic,106000,Maipú,"Vendo camioneta, esta en muy buen estado. Se vende porque esta atrasada en el permiso de circulación y no tengo tiempo para seguir sacando los detalles. El kilometraje es ese porque ha estado mucho tiempo guardada. [hidden information]. Cesar",['atrasada'],https://web.facebook.com/marketplace/item/917394886751325/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Chevrolet cruze,2010,Chevrolet,cruze,4100000,,automatic,175000,Santiago,"4.100.000 pesos Vendo mi joyita Chevrolet Cruze 2010 automatico, en excelente estado PRECIO CONVERSABLE. Se puede ver en Maipu o pudahuel Sur de 10 a 17 hrs [hidden information] Caracteristicas : 175.000 km Bencinero Papeles al dia. 4 airbag Aire acondicionado Direccion Hidraulica Frenos ABS Alzavidrios electricos Cierre centralizado Llantas Alarma","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/1106618257459325/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Chevrolet cobalt,2017,Chevrolet,cobalt,5700000,,automatic,60000,Puente Alto,"Vendo chevrolet cobalt full equipo año 2017 version top de linea tapiz eco cuero, caja automatica funcionando al 100% sin niun tipo de multas, el valor es por que tiene pequeños detalles de pintura nada grave.. valor de igual forma conversable","['conversable', 'detalles menores', 'multas']",https://web.facebook.com/marketplace/item/311757625255789/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022 Chevrolet onix,2022,Chevrolet,onix,7900000,,automatic,31000,Talca,Vendo Chevrolet onix premier 1.0 turbo 2022 velocidad crucero sensores de acercamiento adelante y atras camara de retroceso pantalla touch cargador inalámbrico al día transferible conversable,"['conversable', 'al dia']",https://web.facebook.com/marketplace/item/1565322730982218/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020 Chevrolet spin,2020,Chevrolet,spin,9100000,,automatic,64000,Isla de Maipo,"Se vende Chevrolet spin 2020. Único dueño, jamás chocado, tiene pequeños detalles estéticos nada más que eso. - Motor 1.8. - Bencinero. - Automático. - 3 corridas de asiento. - 6 pasajeros + el chófer. - Radio 7"" touch con Bluetooth mando al volante. - Entrada auxiliar y USB. - alza vidrios eléctricos. - vidrios polarizados con certificado. - aire acondicionado. - kit de seguridad, extintor, triangulo y botiquín. - asientos abatibles. - 64.xxx kilómetros. - documentos al día. - sin multas de ni un tipo. - camara de retroceso. - sensores de retroceso. Valor $9.300.000 algo conversable.","['conversable', 'al dia', 'detalles menores', 'chocado']",https://web.facebook.com/marketplace/item/1128246085184163/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1997 Chevrolet tahoe,1997,Chevrolet,tahoe,10000000,,automatic,250000,Quinta Normal,Buen estado,[],https://web.facebook.com/marketplace/item/1341450836550713/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Chevrolet tracker,2017,Chevrolet,tracker,6290000,,automatic,191000,Rancagua,.,[],https://web.facebook.com/marketplace/item/1101442020973213/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Chevrolet cruze top de linea 1.8 automatico,2012,Chevrolet,cruze top de linea 1.8 automatico,4980000,,automatic,169000,Maipú,"top de linea , en muy buen estado , motor 1.8 , bencina , automatico , 169.000 km, papeles al dia , revision tecnica enero 2025, 6 airbag , sunroof electrico , velocidad crucero , asientos de cuero ,control al volante , aire acondicionado , direccion hidraulica , sensor de retroceso, computador abordo , alzavidrios electricos , espejos electricos , cierre centralizado, alarma, frenos abs , llantas. * recibimos su vehículo en parte de pago * * formas de pago : * efectivo * transferencia bancaria * tarjetas de credito * parque automotriz maipu * camino a melipilla 15600 * de lunes a sabado de 10:30 a 19;30 hrs. * f: [hidden information] agustin","['al dia', 'parte']",https://web.facebook.com/marketplace/item/719969070315121/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Chevrolet orlando 2.4 full cuero techo,2016,Chevrolet,orlando 2.4 full cuero techo,3600000,,automatic,200000,La Florida,Motor no parte  tranferible muchas multas de tag  precio convesable,"['multas', 'parte']",https://web.facebook.com/marketplace/item/703273728395246/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Chevrolet prisma 1.4 ltz,2018,Chevrolet,prisma 1.4 ltz,7750000,,automatic,22000,Las Condes,"Auto con poca km, sólo fines de semana",[],https://web.facebook.com/marketplace/item/958383139167546/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020 Chevrolet spin,2020,Chevrolet,spin,9000000,,automatic,46000,Talca,"Se vende chevrolet spin, año 2020, 47 mil kilometros, automático, aire acondicionado, con capacidad para 7 pasajeros, control de velocidad crucero, cierre centralizado, alza vidrios eléctricos, compatible con android auto o apple carplay, amplisima maletera y asientos de ecocuero, tiene anclaje isofix. Unico dueño, detalles en la pintura que se aprecian en la foto",[],https://web.facebook.com/marketplace/item/706403008372025/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1996 Chevrolet cavalier,1996,Chevrolet,cavalier,800000,,automatic,273530,Curicó,"Se vende por motivos de viaje, daños estéticos por el año pero no impide su funcionamiento parte a la llave, más info al privado o al [hidden information]",['parte'],https://web.facebook.com/marketplace/item/801343745194629/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Chevrolet orlando,2013,Chevrolet,orlando,8300000,,automatic,177000,Pedro Aguirre Cerda,Vendo o permuto Chevrolet orlando 2013 top de linea 2.0 petrolera automatica 3 corridas de asientos al dia y tranferible,['al dia'],https://web.facebook.com/marketplace/item/8071482282880519/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 Chevrolet silverado 5.3 vortex 4x4,2004,Chevrolet,silverado 5.3 vortex 4x4,8590000,,automatic,175000,Viña del Mar,Silverado V8 bencina 5.3vortex 4x4 Automática Pick up minero Mantencion al día Neumáticos nuevos Al día Transferencia inmediata,['al dia'],https://web.facebook.com/marketplace/item/723705623253007/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Chevrolet captiva,2016,Chevrolet,captiva,8350000,,automatic,193080,San Joaquín,"Se vende por renovación, en excelente estado, neumáticos en excelente estado parte a la llave, asientos de cuero automática , papeles al día y con sistema eco Contacto[hidden information]","['al dia', 'parte']",https://web.facebook.com/marketplace/item/432680812751093/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Chevrolet cruze,2012,Chevrolet,cruze,1500000,,automatic,155000,Puente Alto,Se vende cruze para DESARME (conversable) Más detalles al [hidden information] solo whatsapp!!!,"['conversable', 'desarme']",https://web.facebook.com/marketplace/item/397854109870887/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020 Chevrolet spin,2020,Chevrolet,spin,9000000,,automatic,46000,Talca,"Se vende chevrolet spin, año 2020, 46 mil kilometros, automático, aire acondicionado, con capacidad para 7 pasajeros, control de velocidad crucero, cierre centralizado, alza vidrios eléctricos, compatible con android auto o apple carplay, amplisima maletera y asientos de ecocuero, tiene anclaje isofix. Unico dueño, detalles en la pintura que se aprecian en la foto",[],https://web.facebook.com/marketplace/item/1560259788148149/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Chevrolet spin,2017,Chevrolet,spin,8500000,,automatic,108000,Santiago,Chevrolet spin año 2017 automatica solo 1 dueño 3 filas asiento,[],https://web.facebook.com/marketplace/item/1446438249632066/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Chevrolet spin,2017,Chevrolet,spin,5200000,,automatic,49000,Renca,Vendo Chevrolet spin Año 2017 Full equipo A/c Automática 3 corridas de asiento Ningún detalle 100% operativa Vehículo como y familiar Precio único OJO SOLO VENTA 5 años atrasada,['atrasada'],https://web.facebook.com/marketplace/item/210972582073627/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2003 Chevrolet safira,2003,Chevrolet,safira,900000,,automatic,210000,Malloa,"Vendo Chevrolet Zafira año 2003 anda pero con detalles no tiene partes ni multas Los papeles vencen en marzo Tiene tres corridas de asientos, es automatica El precio es conversable Es transferible, vende la dueña Cualquier duda hablarme por este Messenger.",['conversable'],https://web.facebook.com/marketplace/item/1599041284195659/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 Chevrolet epica,2004,Chevrolet,epica,1000000,,automatic,160000,Santiago,Por no concretar vuelvo a publicar Chevrolet épica 2004 en un millón lo remató soy de la florida precio anterior 2 000 000 detalles al interno o al WhatsApp,[],https://web.facebook.com/marketplace/item/1838954796620593/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Chevrolet cruze,2013,Chevrolet,cruze,4700000,,automatic,158000,Cerrillos,Hola vendo mi chevrolet cruze 2013 full top de linea excelentes condiciones pintura y mecanicamente hablando. Surof Full a/c Asientos de cuero Star/stop Automático 158.000 kilometraje Todos sus vidrios grabados Llantas Neumaticos impecables Corta corriente y gps tracker con app incluida por 1 año En caso de robo. Consultas por interno,[],https://web.facebook.com/marketplace/item/852715949948152/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 Chevrolet impala,2001,Chevrolet,impala,4000000,,automatic,240000,Puente Alto,Todo al día a mi nombre se vende o se permuta,['al dia'],https://web.facebook.com/marketplace/item/383606427850979/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 Chevrolet trailblazer,2005,Chevrolet,trailblazer,5300000,,automatic,176000,Chimbarongo,"Permuto por camioneta o vendo chevrolet trailblazer 2005 4x4 Excelente estado, papeles al día transferible",['al dia'],https://web.facebook.com/marketplace/item/429708372898798/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Chevrolet sonic lt,2016,Chevrolet,sonic lt,5790000,,automatic,79000,Rancagua,"Automatico con muy buen rendimiento. Con tan solo 79.300 kilometros. Chevrolet Sonic LT 2016 1.6 79.300 kms Copia de llave Dos dueños Mantenciones particulares al dia. Se entrega con documentación vigente. Detalles normales de uso. Se encuentra en buen estado, tiene detalles de pintura en parachoques, visibles en las fotografías. Todas sus partes y accesorios en funcionamiento.","['al dia', 'detalles menores', 'partes']",https://web.facebook.com/marketplace/item/409153048483276/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Chevrolet cruze,2014,Chevrolet,cruze,4000000,,automatic,69000,Providencia,Año 2014 se reparo la caja y quedó con detalle el convertidor de torque. Precio conversable [hidden information],['conversable'],https://web.facebook.com/marketplace/item/1439845916649186/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Chevrolet colorado,2010,Chevrolet,colorado,7480000,,automatic,187000,Buin,Marca: Chevrolet Modelo: Colorado Año: 2010 187.000km Motor 2.9cc Automático Gasolina Full equipo✅ Airbag Frenos abs Neumáticos 90% vida útil ✅ Aire acondicionado Alzavidrios Espejos eléctricos Impecable ✅ A toda prueba ✅ $7.480.000 ( Valor no incluye Transferencia) FINANCIAMIENTO AUTOMOTRIZ Bernardino bravo 189 Buin previo agendamiento ✅✍️ WhatsApp [hidden information],[],https://web.facebook.com/marketplace/item/787977529879725/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 Chevrolet equinox,2005,Chevrolet,equinox,7000000,,automatic,115000,Santiago,"Todos los papeles al dia.
Precio conversable","['conversable', 'al dia']",https://web.facebook.com/marketplace/item/396735889742806/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
